순번,행정구역,업소명,소재지,전화번호,관리구분
236,경기 부천시 소사구,옥길충전소,경기도 부천시 소사구 옥길로 143,032-342-9660,자동차충전
237,경기 부천시 오정구,로안충전소,경기도 부천시 오정구 벌말로 157 로안충전소,032-681-2222,자동차충전
238,경기 부천시 오정구,비케이프라임실업(주),경기도 부천시 오정구 봉오대로 472,032-671-5188,자동차충전
239,경기 부천시 오정구,오씨에너지김포충전소주식회사,경기도 부천시 오정구 대장로 17 (고강본동 100-1),032-684-9915,용기+탱크+13kg용기
240,경기 부천시 오정구,동일석유(주)부천충전소,경기도 부천시 오정구 석천로 445,032-673-6719,용기+자동차+탱크+13kg용기
241,경기 부천시 오정구,중동충전소,경기도 부천시 오정구 벌말로 62,032-671-1252,자동차충전
242,경기 부천시 오정구,부천아이씨충전소 위드엘피지(주)지점,경기도 부천시 오정구 신흥로441번길 8,032-682-0880,자동차충전
243,경기 부천시 오정구,(주)한유에너지 공항가스,경기도 부천시 오정구 역곡로 558,032-679-5189,자동차충전
244,경기 부천시 원미구,부천LPG충전소,경기도 부천시 원미구 길주로 429,032-678-9436,자동차충전
245,경기 부천시 원미구,서해가스충전소,경기도 부천시 원미구 송내대로 377(상동 499-17번지),032-326-9956,자동차충전
246,경기 부천시 원미구,원미가스충전소,"경기도 부천시 원미구 길주로 610(춘의동 420,421,422번지)",032-671-7667,자동차충전
247,경기 성남시 분당구,(주)허스코분당지에스충전소,경기도 성남시 분당구 대왕판교로 359,031-719-4144,자동차충전
248,경기 성남시 분당구,에스케이오케이충전소,경기도 성남시 분당구 대왕판교로 131 (금곡동),072-607-0792,자동차충전
249,경기 성남시 분당구,(주)제이제이네트웍스궁내동가스충전소,경기도 성남시 분당구 대왕판교로 272,031-716-1622,자동차충전
250,경기 성남시 분당구,(주)소모 분당충전소,경기도 성남시 분당구 탄천상로 116 (구미동),031-716-8120,자동차충전
251,경기 성남시 분당구,길사랑장학사업단(주)서울하이패스충전소,경기도 성남시 분당구 대왕판교로 294,031-714-7255,자동차충전
252,경기 성남시 수정구,판교충전소,경기도 성남시 수정구 대왕판교로 860,031-722-6252,자동차충전
253,경기 성남시 수정구,이원엘피지성남충전소,경기도 성남시 수정구 성남대로 1327 (태평동),031-754-0683,자동차충전
254,경기 성남시 수정구,대기가스 충전소,경기도 성남시 수정구 산성대로 217 (신흥동),031-757-0757,자동차충전
255,경기 성남시 수정구,한일가스산업(주),경기도 성남시 수정구 성남대로 1203 (수진동),031-752-2776,자동차충전
256,경기 성남시 수정구,수정충전소,경기도 성남시 수정구 성남대로 1543 (복정동),031-759-4551,자동차충전
257,경기 성남시 중원구,에코충전소,경기도 성남시 중원구 경충대로 2558 (갈현동),031-757-1321,자동차충전
258,경기 성남시 중원구,(주)성남에너지,경기도 성남시 중원구 경충대로 2653,031-755-7600,자동차충전
259,경기 성남시 중원구,대성산업(주)성남충전소,경기도 성남시 중원구 둔촌대로 347 (하대원동),031-751-6525,자동차충전
260,경기 수원시 권선구,극동산업(주)광명충전소,경기도 수원시 권선구 매송고색로 487,031-293-4466,자동차충전
261,경기 수원시 권선구,비행장충전소,경기도 수원시 권선구 정조로 287 (대황교동) ,031-222-2544,자동차충전
262,경기 수원시 권선구,수원경수LPG충전소,경기도 수원시 권선구 정조로 296 (대황교동) ,,자동차충전
263,경기 수원시 권선구,평동엘피지충전소,경기도 수원시 권선구 매송고색로 864,031-293-5111,자동차충전
264,경기 수원시 권선구,고색LPG충전소,경기도 수원시 권선구 권선로 254,031-297-8878,자동차충전
265,경기 수원시 권선구,(주)케이엘페트로 수원현대충전소,경기도 수원시 권선구 권선로 337,031-278-0217,자동차충전
266,경기 수원시 권선구,황계충전소,경기도 수원시 권선구 경수대로 14,031-222-0059,자동차충전
267,경기 수원시 권선구,창진운수(주),경기도 수원시 권선구 서수원로 21 (오목천동) ,031-291-4433,자동차충전
268,경기 수원시 권선구,탑동충전소,경기도 수원시 권선구 서부로 1782,031-296-5145,자동차충전
269,경기 수원시 권선구,세광가스(주) 행복충전소,경기도 수원시 권선구 수인로 377,031-296-5151,자동차충전
270,경기 수원시 권선구,대황교엘피지충전소,경기도 수원시 권선구 정조로 235,031-226-5188,자동차충전
271,경기 수원시 권선구,수일가스충전소,경기도 수원시 권선구 평동로 31(고색동173-2),031-291-8376,자동차충전
272,경기 수원시 권선구,수원태평양충전소,경기도 수원시 권선구 수인로 34,031-278-7878,자동차충전
273,경기 수원시 권선구,극동산업(주)병점엘피지충전소,경기도 수원시 권선구 정조로 215,031-239-6859,자동차충전
274,경기 수원시 권선구,(주)권선에너지,경기도 수원시 권선구 수인로 402,031-298-2637,자동차충전
275,경기 수원시 권선구,세류역엘피지충전소,경기도 수원시 권선구 정조로 316,031-237-7782,자동차충전
276,경기 수원시 권선구,우성엘피지충전소,경기도 수원시 권선구 서호동로 65,031-295-0076,자동차충전
277,경기 수원시 영통구,(주)희망가스충전소,경기도 수원시 영통구 창룡대로 230,031-251-0707,자동차충전
278,경기 수원시 영통구,동수원톨게이트충전소,경기도 수원시 영통구 창룡대로 369 동수원톨게이트충전소,031-257-7332,자동차충전
279,경기 수원시 영통구,수원해월LPG충전소,경기도 수원시 영통구 삼성로 319(원천동),031-211-3121,자동차충전
280,경기 수원시 영통구,광교신도시충전소,경기도 수원시 영통구 광교호수로 101(2층사택),031-216-7149,자동차충전
281,경기 수원시 장안구,수안엘피지충전소,경기도 수원시 장안구 경수대로 1246 수안LPG충전소,,자동차충전
282,경기 수원시 장안구,북수원톨게이트충전소,경기도 수원시 장안구 경수대로 1184 주유소,031-251-2367,자동차충전
283,경기 수원시 장안구,(주)북문가스,경기도 수원시 장안구 팔달로247번길 1 LPG충전소,031-256-5683,자동차충전
284,경기 수원시 장안구,SK수원충전소,경기도 수원시 장안구 경수대로976번길 13 SK충전소,031-243-2690,자동차충전
285,경기 수원시 장안구,그린에너지,경기도 수원시 장안구 경수대로 1196,031-253-7715,자동차충전
286,경기 수원시 팔달구,극동산업(주)극동충전소,경기도 수원시 팔달구 매산로 40,031-254-5612,자동차+13kg용기
287,경기 시흥시,은계충전소,경기도 시흥시 은계중앙로 192,031-311-0370,자동차충전
288,경기 시흥시,목감신도시충전소,경기도 시흥시 동서로 950,031-439-6330,자동차충전
289,경기 시흥시,배곧충전소,경기도 시흥시 서해안로 559,031-434-7685,자동차충전
290,경기 시흥시,목감LPG충전소,경기도 시흥시 논곡동 29-3외,031-401-2213,자동차충전
291,경기 시흥시,시흥하늘 충전소(일산방향),"경기도 시흥시 서울외곽순환고속도로 105-1, 102동(조남동)",031-481-8154,자동차충전
292,경기 시흥시,(주)세지에너지,경기도 시흥시 서해안로 120,031-365-5090,자동차충전
293,경기 시흥시,에스케이 헵시바충전소,경기도 시흥시 희망공원로 280,031-314-3938,자동차충전
294,경기 시흥시,서일산업(주)정왕가스,경기도 시흥시 서해안로 580 LPG충전소,031-434-9858,자동차충전
295,경기 시흥시,포동가스충전소,경기도 시흥시 시흥대로 711,031-317-7305,자동차충전
296,경기 시흥시,금이LPG충전소,경기도 시흥시 수인로 2681,031-316-3555,자동차충전
297,경기 시흥시,시화충전소,경기도 시흥시 서해안로 596 (정왕동),031-319-3081,자동차충전
298,경기 시흥시,시흥하늘 충전소(판교방향),"경기도 시흥시 서울외곽순환고속도로 106, 102동(조남동)",031-481-8149,자동차충전
299,경기 안산시 단원구,선감충전소,경기도 안산시 단원구 대부황금로 123,032-880-1677,자동차충전
300,경기 안산시 단원구,㈜케이에이치티앤에스(KHT&S) 안산휴게소(인천방향)충전소,경기도 안산시 단원구 영동고속도로 15,031-790-4133,자동차충전
301,경기 안산시 단원구,(주)오제이씨커머스,경기도 안산시 단원구 능길로 97,070-868-9457,부탄켄
302,경기 안산시 단원구,한창충전소,경기도 안산시 단원구 대선로 419,032-881-0147,자동차충전
303,경기 안산시 단원구,(주)극동산업,경기도 안산시 단원구 선이로 39,031-484-6668,자동차충전
304,경기 안산시 단원구,케이와이에너지(주) 느티나무충전소,경기도 안산시 단원구 시흥대로 84-9,031-432-1026,자동차충전
305,경기 안산시 단원구,㈜케이에이치티앤에스(KHT&S) 안산휴게소(강릉방향)충전소,경기도 안산시 단원구 영동고속도로 15,031-790-4133,자동차충전
306,경기 안산시 단원구,샛뿔충전소,경기도 안산시 단원구 중앙대로 240,031-492-9788,자동차충전
307,경기 안산시 단원구,신길LPG충전소,경기도 안산시 단원구 중앙대로 179,031-492-8543,자동차충전
308,경기 안산시 상록구,우리에너지,경기도 안산시 상록구 서해로 2938,031-437-3555,자동차충전
309,경기 안산시 상록구,해안로충전소,경기도 안산시 상록구 해안로 738,031-419-5145,자동차충전
310,경기 안산시 상록구,(주)다산에너지,경기도 안산시 상록구 가루개로 181,031-413-3557,자동차충전
311,경기 안산시 상록구,반월충전소,경기도 안산시 상록구 서해로 2833,031-419-0142,자동차충전
312,경기 안산시 상록구,우일에너지(주)안산성원충전소,경기도 안산시 상록구 수인로 1848,031-411-8831,자동차충전
313,경기 안산시 상록구,반월가스공업(주),경기도 안산시 상록구 충정공길 6 반월가스공업(주),031-419-3551,용기+자동차+13kg용기
314,경기 안산시 상록구,(주)일신에너지,경기도 안산시 상록구 수인로 1125 (주)일신에너지,031-437-3723,자동차충전
315,경기 안산시 상록구,에스케이(SK)안산충전소,경기도 안산시 상록구 선진안길 83 (4동),031-409-6051,용기+자동차+탱크+13kg용기
316,경기 안산시 상록구,중산엘피지 안산충전소,경기도 안산시 상록구 안산천서로6길 24,031-486-1561,자동차충전
317,경기 안성시,녹박재충전소,경기도 안성시 죽산면 서동대로 6516 녹박재충전소,031-673-1038,자동차충전
318,경기 안성시,성원이엔에스 안성충전소,경기도 안성시 대덕면 안성대로 1288,031-671-6789,자동차충전
319,경기 안성시,대보유통(주) 안성(서울방향)충전소,경기도 안성시 원곡면 경부고속도로 372-1,031-664-4096,자동차충전
320,경기 안성시,평화엘피지충전소,경기도 안성시 공도읍 서동대로 4068-5,031-656-2900,자동차충전
321,경기 안성시,(유)유성홀딩스-공도LPG충전소,경기도 안성시 공도읍 서동대로 4287-12,031-651-9690,자동차충전
322,경기 안성시,와이엠이십일유통(주) 안성맞춤(제천방향)충전소,경기도 안성시 서운면 평택제천고속도로 40,031-674-8644,자동차충전
323,경기 안성시,(주)성림가스,경기도 안성시 원곡면 청원로 1798,031-653-6886,용기+자동차+탱크+13kg용기
324,경기 안성시,일죽엘피지충전소,경기도 안성시 일죽면 서동대로 7321-11(38번국도 일죽휴게소),031-673-6022,자동차+탱크
325,경기 안성시,서일산업(주) 안성충전소,경기도 안성시 양성면 양성로 527 평송LPG,031-677-8518,탱크로리
326,경기 안성시,(주)서원 안성맞춤(평택방향)충전소,경기도 안성시 서운면 평택제천고속도로 41,031-672-9622,자동차충전
327,경기 안성시,태현충전소,경기도 안성시 대덕면 안성대로 1535,031-676-5179,자동차충전
328,경기 안성시,한국도로공사 안성(부산방향)충전소,경기도 안성시 원곡면 경부고속도로 365-1,031-651-5385,자동차충전
329,경기 안성시,한일크린에너지(주),경기도 안성시 안성맞춤대로 872,031-677-3120,자동차+탱크
330,경기 안성시,안성에너지,경기도 안성시 대덕면 만세로 77-1 안성에너지LPG충전소,031-672-2213,용기+자동차+탱크+13kg용기
331,경기 안성시,(주)우진에너지,경기도 안성시 미양면 안성맞춤대로 621,031-677-0600,자동차충전
332,경기 안성시,(주)대원에너지-비봉충전소,경기도 안성시 죽산면 서동대로 6617 (장능리580),02-2266-1448,자동차+탱크
