수가코드,한글수가명,산재단가금액,일반단가금액,건강단가금액,보호일반단가금액,산재일반단가금액,산재후유단가금액,감액가능품목여부,해당수가입력일자,적용시작일자,적용종료일자
AV2580,간호간병료 4인실/입원16-30일,100560,100560,77060,77060,100560,100560,Y,2018-12-30,2019-01-01,2019-12-31
AV2590,간호간병료 4인실/입원 31일부터,94970,94970,72780,72780,94970,94970,Y,2018-12-30,2019-01-01,2019-12-31
AB2004,입원료/내.소.정신과,85850,85850,62780,62780,85850,85850,Y,2001-01-01,2019-01-01,2019-12-31
AB2014,입원료/오전0-6시입원 내.소.정신과,42920,42920,31390,31390,42920,42920,Y,2013-12-31,2019-01-01,2019-12-31
AB2024,입원료/18-24시퇴원 내.소.정신과,42920,42920,31390,31390,42920,42920,Y,2001-01-01,2019-01-01,2019-12-31
AB2084,입원료/입원16일-30일까지 내@소@정신과,78730,78730,56500,56500,78730,78730,Y,2001-01-01,2019-01-01,2019-12-31
AB2094,입원료/입원31일부터 내@소@정신과,75180,75180,53360,53360,75180,75180,Y,2001-01-01,2019-01-01,2019-12-31
AB2204,입원료 5인실/내.소.정신과,111600,111600,81620,81620,111600,111600,Y,2014-08-30,2019-01-01,2019-12-31
AB2214,입원료 5인실/오전0-6시입원 내.소.정신과,55800,55800,40810,40810,55800,55800,Y,2015-09-21,2019-01-01,2019-12-31
AB2224,입원료 5인실/18-24시퇴원 내.소.정신과,55800,55800,40810,40810,55800,55800,Y,2015-09-21,2019-01-01,2019-12-31
AB2284,입원료 5인실/입원16일-30일까지 내@소@정신과,102360,102360,73450,73450,102360,102360,Y,2015-09-21,2019-01-01,2019-12-31
AB2294,입원료 5인실/입원31일부터 내@소@정신과,97730,97730,69370,69370,97730,97730,Y,2015-09-21,2019-01-01,2019-12-31
AB2404,입원료 4인실/내.소.정신과,137360,137360,100450,100450,137360,137360,Y,2015-09-21,2019-01-01,2019-12-31
AB2414,입원료 4인실/오전0-6시입원 내.소.정신과,68680,68680,50230,50230,68680,68680,Y,2015-09-21,2019-01-01,2019-12-31
AB2424,입원료 4인실/18-24시퇴원 내.소.정신과,68680,68680,50230,50230,68680,68680,Y,2015-09-21,2019-01-01,2019-12-31
AB2484,입원료 4인실/입원16일-30일까지 내@소@정신과,125980,125980,90410,90410,125980,125980,Y,2015-09-21,2019-01-01,2019-12-31
AB2494,입원료 4인실/입원31일부터 내@소@정신과,120290,120290,85380,85380,120290,120290,Y,2015-09-21,2019-01-01,2019-12-31
AB2604,입원료 3인실/내.소.정신과,164830,164830,120540,120540,164830,164830,Y,2018-07-01,2019-01-01,2019-12-31
AB2614,입원료 3인실/오전0-6시입원 내.소.정신과,82410,82410,60270,60270,82410,82410,Y,2018-07-01,2019-01-01,2019-12-31
AB2624,입원료 3인실/18-24시퇴원 내.소.정신과,82410,82410,60270,60270,82410,82410,Y,2018-07-01,2019-01-01,2019-12-31
AB2684,입원료 3인실/입원16일-30일까지 내@소@정신과,151170,151170,108490,108490,151170,151170,Y,2018-07-01,2019-01-01,2019-12-31
AB2694,입원료 3인실/입원31일부터 내@소@정신과,144340,144340,102460,102460,144340,144340,Y,2018-07-01,2019-01-01,2019-12-31
AB2704,입원료 2인실/내.소.정신과,219770,219770,150680,150680,219770,219770,Y,2018-07-01,2019-01-01,2019-12-31
AB2714,입원료 2인실/오전0-6시입원 내.소.정신과,109890,109890,75340,75340,109890,109890,Y,2018-07-01,2019-01-01,2019-12-31
AB2724,입원료 2인실/18-24시퇴원 내.소.정신과,109890,109890,75340,75340,109890,109890,Y,2018-07-01,2019-01-01,2019-12-31
AB2784,입원료 2인실/입원16일-30일까지 내@소@정신과,201560,201560,135610,135610,201560,201560,Y,2018-07-01,2019-01-01,2019-12-31
AB2794,입원료 2인실/입원31일부터 내@소@정신과,192460,192460,128070,128070,192460,192460,Y,2018-07-01,2019-01-01,2019-12-31
AO2004,"입원관리료/내,소,정신과",84870,84870,53310,53310,84870,84870,Y,2017-12-18,2019-01-01,2019-12-31
AO2014,입원관리료/오전0-6시입원  내.소.정신과,42440,42440,26650,26650,42440,42440,Y,2017-12-18,2019-01-01,2019-12-31
AO2024,입원관리료/18-24시퇴원  내.소.정신과,42440,42440,26650,26650,42440,42440,Y,2017-12-18,2019-01-01,2019-12-31
AO2084,"입원관리료/입원16일-30일까지  내,소,정신과",78910,78910,47980,47980,78910,78910,Y,2017-12-18,2019-01-01,2019-12-31
AO2094,"입원관리료/입원31일부터  내,소,정신과",75930,75930,45310,45310,75930,75930,Y,2017-12-18,2019-01-01,2019-12-31
AO2204,"입원관리료 5인실/내,소,정신과",114580,114580,71960,71960,114580,114580,Y,2017-12-18,2019-01-01,2019-12-31
AO2214,입원관리료 5인실/오전0-6시입원  내.소.정신과,57290,57290,35980,35980,57290,57290,Y,2017-12-18,2019-01-01,2019-12-31
AO2224,입원관리료 5인실/18-24시퇴원  내.소.정신과,57290,57290,35980,35980,57290,57290,Y,2017-12-18,2019-01-01,2019-12-31
AO2284,"입원관리료 5인실/입원16일-30일까지  내,소,정신과",106540,106540,64770,64770,106540,106540,Y,2017-12-18,2019-01-01,2019-12-31
AO2294,"입원관리료 5인실/입원31일부터  내,소,정신과",102520,102520,61170,61170,102520,102520,Y,2017-12-18,2019-01-01,2019-12-31
AO2404,"입원관리료 4인실/내,소,정신과",144280,144280,90620,90620,144280,144280,Y,2017-12-18,2019-01-01,2019-12-31
AO2414,입원관리료 4인실/오전0-6시입원  내.소.정신과,72140,72140,45310,45310,72140,72140,Y,2017-12-18,2019-01-01,2019-12-31
AO2424,입원관리료 4인실/18-24시퇴원  내.소.정신과,72140,72140,45310,45310,72140,72140,Y,2017-12-18,2019-01-01,2019-12-31
AO2484,"입원관리료 4인실/입원16일-30일까지  내,소,정신과",134150,134150,81560,81560,134150,134150,Y,2017-12-18,2019-01-01,2019-12-31
AO2494,"입원관리료 4인실/입원31일부터  내,소,정신과",129090,129090,77030,77030,129090,129090,Y,2017-12-18,2019-01-01,2019-12-31
AO2604,"입원관리료 3인실/내,소,정신과",173120,173120,108750,108750,173120,173120,Y,2018-06-30,2019-01-01,2019-12-31
AO2614,입원관리료 3인실/오전0-6시입원  내.소.정신과,86560,86560,54370,54370,86560,86560,Y,2018-06-30,2019-01-01,2019-12-31
AO2624,입원관리료 3인실/18-24시퇴원  내.소.정신과,86560,86560,54370,54370,86560,86560,Y,2018-06-30,2019-01-01,2019-12-31
AO2684,"입원관리료 3인실/입원16일-30일까지  내,소,정신과",160970,160970,97870,97870,160970,160970,Y,2018-06-30,2019-01-01,2019-12-31
AO2694,"입원관리료 3인실/입원31일부터  내,소,정신과",154890,154890,92430,92430,154890,154890,Y,2018-06-30,2019-01-01,2019-12-31
AO2804,"입원관리료 2인실/내,소,정신과",230830,230830,135930,135930,230830,230830,Y,2018-06-30,2019-01-01,2019-12-31
AO2814,입원관리료 2인실/오전0-6시입원  내.소.정신과,115420,115420,67960,67960,115420,115420,Y,2018-06-30,2019-01-01,2019-12-31
AO2824,입원관리료 2인실/18-24시퇴원  내.소.정신과,115420,115420,67960,67960,115420,115420,Y,2018-06-30,2019-01-01,2019-12-31
AO2884,"입원관리료 2인실/입원16일-30일까지  내,소,정신과",214630,214630,122330,122330,214630,214630,Y,2018-06-30,2019-01-01,2019-12-31
AO2894,"입원관리료 2인실/입원31일부터  내,소,정신과",206520,206520,115540,115540,206520,206520,Y,2018-06-30,2019-01-01,2019-12-31
AV2204,간호간병료/내.소.정신과,119820,119820,91740,91740,119820,119820,Y,2017-12-18,2019-01-01,2019-12-31
AV2214,간호간병료/오전0-6시입원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2017-12-18,2019-01-01,2019-12-31
AV2224,간호간병료/18-24시퇴원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2017-12-18,2019-01-01,2019-12-31
AV2284,간호간병료/입원16-30일 내.소.정신과,107840,107840,82570,82570,107840,107840,Y,2017-12-18,2019-01-01,2019-12-31
AV2294,간호간병료/입원 31일부터 내.소.정신과,101850,101850,77980,77980,101850,101850,Y,2017-12-18,2019-01-01,2019-12-31
AV2304,간호간병료 2인실/내.소.정신과,119820,119820,91740,91740,119820,119820,Y,2018-08-17,2019-01-01,2019-12-31
AV2314,간호간병료 2인실/오전0-6시입원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2018-06-30,2019-01-01,2019-12-31
AV2324,간호간병료 2인실/18-24시퇴원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2018-06-30,2019-01-01,2019-12-31
AV2384,간호간병료 2인실/입원16-30일 내.소.정신과,107840,107840,82570,82570,107840,107840,Y,2018-08-17,2019-01-01,2019-12-31
AV2394,간호간병료 2인실/입원 31일부터 내.소.정신과,101850,101850,77980,77980,101850,101850,Y,2018-08-17,2019-01-01,2019-12-31
AV2404,간호간병료 3인실/내.소.정신과,119820,119820,91740,91740,119820,119820,Y,2018-08-17,2019-01-01,2019-12-31
AV2414,간호간병료 3인실/오전0-6시입원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2018-06-30,2019-01-01,2019-12-31
AV2424,간호간병료 3인실/18-24시퇴원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2018-06-30,2019-01-01,2019-12-31
AV2484,간호간병료 3인실/입원16-30일 내.소.정신과,107840,107840,82570,82570,107840,107840,Y,2018-08-17,2019-01-01,2019-12-31
AV2494,간호간병료 3인실/입원 31일부터 내.소.정신과,101850,101850,77980,77980,101850,101850,Y,2018-08-17,2019-01-01,2019-12-31
AV2504,간호간병료 4인실/내.소.정신과,119820,119820,91740,91740,119820,119820,Y,2018-12-30,2019-01-01,2019-12-31
AV2514,간호간병료 4인실/오전0-6시입원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2018-12-30,2019-01-01,2019-12-31
AV2524,간호간병료 4인실/18-24시퇴원 내.소.정신과,44480,44480,33680,33680,44480,44480,Y,2018-12-30,2019-01-01,2019-12-31
AV2584,간호간병료 4인실/입원16-30일 내.소.정신과,107840,107840,82570,82570,107840,107840,Y,2018-12-30,2019-01-01,2019-12-31
AV2594,간호간병료 4인실/입원 31일부터 내.소.정신과,101850,101850,77980,77980,101850,101850,Y,2018-12-30,2019-01-01,2019-12-31
AF2000,낮병동입원료,42050,42050,37120,37120,42050,42050,Y,2001-01-01,2019-01-01,2019-12-31
AJ0010,중환자실내 일반격리관리료,48570,48570,37530,37530,48570,48570,Y,2016-09-20,2019-01-01,2019-12-31
AJ0020,중환자실내 음압격리관리료,160990,160990,124000,124000,160990,160990,Y,2016-09-20,2019-01-01,2019-12-31
AJ0031,중환자실내 격리관리료(마스크 사용 별도산정),23590,23590,23590,23590,23590,23590,N,2018-01-02,2019-01-01,2019-12-31
AJ2000,성인(소아)중환자실입원료,167230,167230,133150,133150,167230,167230,Y,2001-01-01,2019-01-01,2019-12-31
AJ2010,성인(소아)중환자실입원료/오전0-6시입원,83620,83620,66580,66580,83620,83620,Y,2001-01-01,2019-01-01,2019-12-31
AJ2020,성인일반중환자실입원료/18-24시퇴원,83620,83620,66580,66580,83620,83620,Y,2005-01-05,2019-01-01,2019-12-31
AK0031,격리실(1인실) 마스크사용 별도산정(결핵상병),23590,23590,23590,23590,23590,23590,N,2018-01-02,2019-01-01,2019-12-31
AK0032,격리실(2인실) 마스크사용 별도산정(결핵상병),16510,16510,16510,16510,16510,16510,N,2018-01-02,2019-01-01,2019-12-31
AK0033,격리실(다인실) 마스크사용 별도산정(결핵상병),11790,11790,11790,11790,11790,11790,N,2018-01-02,2019-01-01,2019-12-31
AK0034,음압격리실(1인실) 마스크사용 별도산정(산정대상 상병),23590,23590,23590,23590,23590,23590,N,2018-01-02,2019-01-01,2019-12-31
AK0035,음압격리실(다인실) 마스크사용 별도산정(산정대상 상병),11790,11790,11790,11790,11790,11790,N,2018-01-02,2019-01-01,2019-12-31
AK2000,격리실입원료(1인실),259150,259150,208180,208180,259150,259150,Y,2001-01-01,2019-01-01,2019-12-31
AK2001,"격리실입원료(일반,다인용)",147470,147470,118460,118460,147470,147470,Y,2015-12-28,2019-01-01,2019-12-31
AK2002,"격리실입원료(일반,2인용)",174540,174540,140210,140210,174540,174540,Y,2016-09-22,2019-01-01,2019-12-31
AK2010,격리실입원료(1인용)/오전0-6시입원,129570,129570,104090,104090,129570,129570,Y,2001-01-01,2019-01-01,2019-12-31
AK2011,"격리실입원료(일반,다인용)/오전0-6시입원",73740,73740,59230,59230,73740,73740,Y,2015-12-28,2019-01-01,2019-12-31
AK2012,"격리실입원료(일반,2인용)/오전0-6시입원",87270,87270,70100,70100,87270,87270,Y,2016-09-22,2019-01-01,2019-12-31
AK2020,격리실입원료/18-24시퇴원,129570,129570,104090,104090,129570,129570,Y,2005-01-11,2019-01-01,2019-12-31
AK2021,"격리실입원료(일반,다인용)/18-24시퇴원",73740,73740,59230,59230,73740,73740,Y,2015-12-28,2019-01-01,2019-12-31
AK2022,"격리실입원료(일반,2인용)/18-24시퇴원",87270,87270,70100,70100,87270,87270,Y,2001-01-01,2019-01-01,2019-12-31
AK2100,"격리실입원료(음압,1인용)",491150,491150,327740,327740,491150,491150,Y,2015-12-28,2019-01-01,2019-12-31
AK2101,"격리실입원료(음압,다인용)",277390,277390,185410,185410,277390,277390,Y,2015-12-28,2019-01-01,2019-12-31
AK2110,"격리실입원료(음압,1인용)/오전0-6시입원",245570,245570,163870,163870,245570,245570,Y,2015-12-28,2019-01-01,2019-12-31
AK2111,"격리실입원료(음압,다인용)/오전0-6시입원",138690,138690,92710,92710,138690,138690,Y,2015-12-28,2019-01-01,2019-12-31
AK2120,"격리실입원료(음압,1인용)/18-24시퇴원",245570,245570,163870,163870,245570,245570,Y,2015-12-28,2019-01-01,2019-12-31
AK2121,"격리실입원료(음압,다인용)/18-24시퇴원",138690,138690,92710,92710,138690,138690,Y,2015-12-28,2019-01-01,2019-12-31
AB0101,1인실 (상급병상이용료),250000,250000,250000,250000,250000,250000,Y,2017-12-18,2019-07-01,2019-12-31
AB0101A,1인실(상급병상이용료)간호간병,370000,370000,370000,370000,370000,370000,Y,2019-12-31,2019-07-01,2019-12-31
AB0121,1인실(0-6시사이) 상급병상이용료,125000,125000,125000,125000,125000,125000,Y,2017-12-18,2019-07-01,2019-12-31
AB0121A,1인실(0-6시사이)상급병상이용료 간호간병,185000,185000,185000,185000,185000,185000,Y,2019-12-31,2019-07-01,2019-12-31
AB0131,1인실 (18-24시사이)상급병상이용료,125000,125000,125000,125000,125000,125000,Y,2014-08-06,2019-07-01,2019-12-31
AB0131A,1인실(18-24시사이퇴원)상급병상이용료 간호간병,185000,185000,185000,185000,185000,185000,Y,2019-12-31,2019-07-01,2019-12-31
AL010,마약류 관리료 입원환자,220,220,220,220,220,220,Y,2019-12-31,2019-01-01,2019-12-31
AL020,마약류 관리료 외래환자,150,150,150,150,150,150,Y,2019-12-31,2019-01-01,2019-12-31
AL200,외래 의약품관리료 방문당,40,40,50,50,40,40,Y,2001-01-01,2019-01-01,2019-12-31
AL300,외래 의약품관리료 방문당,70,70,70,70,70,70,Y,2015-05-28,2019-01-01,2019-12-31
AL650,입원의약품관리료 1일분-포장단위,2000,2000,1390,1390,2000,2000,Y,2011-12-31,2019-01-01,2019-12-31
AL651,입원의약품관리료 1일분,2000,2000,1390,1390,2000,2000,Y,2001-12-11,2019-01-01,2019-12-31
AL652,입원의약품관리료 2일분,3800,3800,2650,2650,3800,3800,Y,2001-12-11,2019-01-01,2019-12-31
AL653,입원의약품관리료 3일분,5590,5590,3900,3900,5590,5590,Y,2001-12-11,2019-01-01,2019-12-31
AL654,입원의약품관리료 4일분,6800,6800,4740,4740,6800,6800,Y,2001-12-11,2019-01-01,2019-12-31
AL655,입원의약품관리료 5일분,7990,7990,5570,5570,7990,7990,Y,2001-12-11,2019-01-01,2019-12-31
AL656,입원의약품관리료 6일분,9190,9190,6400,6400,9190,9190,Y,2001-12-11,2019-01-01,2019-12-31
AL657,입원의약품관리료 7일분,10400,10400,7240,7240,10400,10400,Y,2001-12-11,2019-01-01,2019-12-31
AL658,입원의약품관리료 8일분,11590,11590,8080,8080,11590,11590,Y,2001-12-11,2019-01-01,2019-12-31
AL659,입원의약품관리료 9일분,12800,12800,8920,8920,12800,12800,Y,2001-12-12,2019-01-01,2019-12-31
AL660,입원의약품관리료 10일분,13990,13990,9750,9750,13990,13990,Y,2001-12-12,2019-01-01,2019-12-31
AL661,입원의약품관리료 11일분,15180,15180,10580,10580,15180,15180,Y,2001-12-12,2019-01-01,2019-12-31
AL662,입원의약품관리료 12일분,16390,16390,11420,11420,16390,16390,Y,2001-12-12,2019-01-01,2019-12-31
AL663,입원의약품관리료 13일분,17590,17590,12250,12250,17590,17590,Y,2001-12-12,2019-01-01,2019-12-31
AL674,입원의약품관리료14일분,18390,18390,12810,12810,18390,18390,Y,2007-12-31,2019-01-01,2019-12-31
AL675,입원의약품관리료15일분,18710,18710,13040,13040,18710,18710,Y,2007-12-31,2019-01-01,2019-12-31
AL686,입원의약품관리료16일분 이상 30일분,20310,20310,14150,14150,20310,20310,Y,2011-12-31,2019-01-01,2019-12-31
AL687,입원의약품관리료31일분 이상,24510,24510,17080,17080,24510,24510,Y,2011-12-31,2019-01-01,2019-12-31
IA213,의뢰환자관리료(종합병원),0,16030,16030,0,0,0,N,2016-05-12,2019-01-01,2019-12-31
IA221,회송환자관리료(종합병원-입원),0,52380,52380,0,0,0,N,2019-12-31,2019-07-01,2019-12-31
IA231,회송환자관리료(종합병원-외래),0,39290,39290,0,0,0,N,2019-12-31,2019-07-01,2019-12-31
IA313,의료기관간 원격협력진료료(회송후),0,11650,11650,0,0,0,N,2016-05-12,2019-01-01,2019-12-31
DO111MONSS,모니락에스시럽,4,10,4,4,4,4,N,2014-03-18,2018-02-01,
DO3HEPS,3년이후 헵세라10mg(글락소미스클라인),3323,3655,3323,3323,3323,3323,N,2014-03-18,2014-06-01,
DOABKLMT,카리메트 과립 5g/p,592,689,592,592,592,592,N,2018-05-18,2018-05-18,
DOABLFY10,아빌리파이정10mg(한국오츠카제약),1915,2653,1915,1915,1915,1915,N,2014-03-18,2019-09-01,
DOABLFY15,아빌리파이정 15MG(한국오츠카제약),1881,2644,1881,1881,1881,1881,N,2014-03-18,2019-11-01,
DOABLFY2,아빌리파이정2mg,724,1016,724,724,724,724,N,2014-03-18,2019-11-01,
DOABRC,암브로콜정,70,70,70,70,70,70,N,2014-03-18,2014-06-01,
DOABRCS,암브로콜시럽,0,0,0,0,0,0,N,2016-06-15,2018-03-01,
DOABST,알비스타연질캡슐,0,88,0,0,0,0,N,2017-10-17,2014-06-01,
DOACBR,아세브로캡슐,163,230,163,163,163,163,N,2016-02-25,2016-03-01,
DOACCL,아세클란정100mg,0,0,0,0,0,0,N,2016-02-25,2016-03-01,
DOACE200,클란자CR정200mg,0,0,0,0,0,0,N,2014-03-18,2018-02-01,
DOACERT,아서틸정 4mg,487,536,487,487,487,487,N,2018-01-26,2018-02-01,
DOACETY200,후루케어캡슐200밀리그램,43,69,43,43,43,43,N,2014-03-18,2018-01-01,
DOACLF,아크로펜정100mg,38,206,38,38,38,38,N,2014-03-18,2018-11-01,
DOACLV200,에크로바정200mg,0,0,0,0,0,0,N,2018-01-26,2018-02-01,
DOACLX,아셀렉스 캡슐 2MG,0,0,0,0,0,0,N,2016-06-30,2016-06-30,
DOACOR,아코라마캡슐 200mg,78,78,78,78,78,78,N,2014-03-18,2014-06-01,
DOACPRS,환인아캄프로세이트정(환인제약),176,194,176,176,176,176,N,2014-03-18,2019-05-08,
DOACR,아세렌캅셀(디에스앤지),212,233,212,212,212,212,N,2014-03-18,2014-06-01,
DOACT,알코텔정500mg(일양약품),0,0,0,0,0,0,N,2018-01-26,2018-04-01,
DOACTO,악토넬정5mg(주)한독,0,0,0,0,0,0,N,2016-02-26,2018-02-01,
DOACTO30,액토스정30mg,0,1033,0,0,0,0,N,2019-06-27,2019-06-27,
DOADCA,애드칼정,50,55,50,50,50,50,N,2014-03-18,2014-06-01,
DOADFVR,부광아데포비어정10mg,0,0,0,0,0,0,N,2016-02-25,2018-02-01,
DOADIPAM,아디팜 정 10MG,15,18,15,15,15,15,N,2015-11-17,2015-11-17,
DOADLTC5,아달라트 연질캅셀 5mg(바이엘코리아),88,100,88,88,88,88,N,2015-08-27,2018-02-01,
DOADLTO30,아달라트오로스정30(바이엘코리아),366,403,366,366,366,366,N,2016-02-25,2018-02-01,
