인증번호,사업체명,관할지사,대표자,사업자등록번호,소재지,인증일자,전화번호,업종 및 주요생산품,비고
제2022-080호,㈜윤창산업,전북지사,김윤자,333-88-00626,전라북도 남원시 시묘길 56-14(노암동),2022-12-19,063-626-8285,세탁업,일반
제2022-082호,(주)에버그린제이,제주지사,송지아,616-86-13186,제주특별자치도 제주시 조천읍 함덕남16길 87,2022-12-22,064-784-9918,"음식점업(카페), 제조업(공방)",일반
제2022-083호,(주)오보틀,경기북부지사,김윤성,217-81-47640,경기도 양주시 백석읍 중앙로 292-56,2022-12-29,1688-1676,제조업(보틀),일반
제2022-084호,(주)엘앤씨에프앤비,경기북부지사,이대근,811-88-00994,경기도 김포시 하성면 하사로 92,2022-12-29,031-998-3902,제조업(육가공),일반
제2022-085호,㈜크린코리아,경기북부지사,"김웅기, 김범석",812-86-01992,경기도 김포시 하성면 원산로 45-19,2022-12-29,031-997-9090,세탁업,일반
제2022-086호,㈜드림에프앤씨,경북지사,김무태,250-88-01427,경상북도 포항시 남구 청림로 31(청림동),2022-12-29,054-291-7575,세탁업,일반
제2022-087호,㈜슈퍼마마,경북지사,김명선,468-88-02309,경상북도 안동시 전거리7길 106(용상동),2022-12-29,070-4647-0044,제조 및 도소매업(수제 과일청),일반
제2022-088호,㈜포항개발,경북지사,김종훈,506-81-33949,경상북도 포항시 남구 대송면 제내길31번길 33,2022-12-29,054-285-1878,세탁업,일반
제2022-089호,사회적협동조합 스윗,서울지역본부,선석근,124-82-34893,"서울특별시 중구 세종대로9길 20, 15층",2022-12-29,070-5151-0033,음식점업(카페),일반
제2022-090호,(주)제이스타일코리아,서울지역본부,장인석,104-86-42489,서울특별시 중구 삼일대로6길 5,2022-12-29,070-8857-1080,제조업(아동복),일반
제2022-091호,농업회사법인 ㈜진심,인천지사,최윤정,553-86-01429,인천광역시 강화군 송해면 장정양오길 434,2022-12-29,032-562-1435,"농업, 도소매업(곡물 등)",일반
제2022-092호,새만금린넨,전북지사,정찬완,401-08-70501,"전라북도 군산시 가도2길 39-8(오식도동, 새만금린넨)",2022-12-29,063-464-0075,세탁업,일반
제2022-093호,㈜금성에이브이,충북지사,김성호,271-86-00625,충청북도 충주시 봉방동 240-15,2022-12-29,043-854-2388,"제조업(오디오엠프, CCTV 등)",일반
제2022-094호,㈜우리델리카,충북지사,이우주,143-81-29133,충청북도 진천군 덕산읍 신척산단4로 6,2022-12-29,043-531-8830,제조업(도시락 및 샐러드 등),일반
제2023-001호,농업회사법인 ㈜자연향기,경남동부지사,권자연,613-81-63514,경상남도 하동군 악양면 악양동로 248,2023-01-04,055-883-3019,"제조업(농산물, 조미김 등)",일반
제2023-002호,㈜청명드림,부산지역본부,강철호,452-86-02445,"부산광역시 강서구 경전철로188번길 95-12, 1층, 2층(대저1동)",2023-01-04,051-972-8596,제조업(복사용지),일반
제2023-003호,클린서비스,대전지역본부,권효주,314-17-80935,"대전광역시 대덕구 신탄진로839번길 37, 1층(신탄진동)",2023-01-10,042-488-1142,"제조업(면장갑), 세탁업",일반
제2023-004호,엠에스인더스트리,대전지역본부,윤주성,594-16-00845,충청남도 금산군 복수면 복수공단길 8-78,2023-01-25,041-754-0701,"제조업(부직포, 합성섬유)",일반
제2023-005호,넥스트㈜,인천지사,강양규,411-88-02865,"인천광역시 서구 보듬로 158, 공존 1010호(오류동, 블루텍)",2023-01-25,032-561-1022,제조업(컴퓨터 등),일반
제2023-006호,(주)네패스루아,충북지사,이창우,704-81-02813,"충청북도 청주시 청원구 오창읍 과학산업2로 587-32, 1층",2023-02-06,041-754-0701,"서비스업(예술공연, 스포츠 관련 여가사업)",자회사
제2023-007호,(주)재성,경남동부지사,김소현,568-88-02628,경상남도 김해시 금관대로1073번길 6-2(풍유동),2023-03-07,055-343-3070,"농업(스마트팜 수경재배, 채소류, 샌드위치 등) 및 서비스업(생활용품, 기타용역)",자회사
제2023-008호,이수매니지먼트㈜,서울지역본부,박애영,309-81-08010,"서울특별시 서대문구 이화여대길 52, 이화알프스어린이관 비108호",2023-03-09,070-8830-2281,서비스업(베이커리 등),자회사
제2023-009호,(주)희망별숲,경기동부지사,강석진,339-87-02789,"경기도 용인시 기흥구 서천로201번길 14, 2층 209호~214호(농서동, 프리미엄원희캐슬 기흥서천)",2023-03-20,,"사업지원 서비스업(제과 제조, 고용 알선 등)",자회사
제2023-010호,(주)아트림,경기서부지사,김경희,812-87-01650,"경기도 부천시 길주로 315, 뉴월드타운 102동 401호",2023-03-20,032-329-7371,서비스업(미술작품 렌탈),일반
제2023-011호,(주)일영이푸드,부산지역본부,배영미,621-81-91156,부산광역시 기장군 정관읍 산단7로 65,2023-03-20,051-728-5291,제조 및 도소매업(축산물 가공),일반
제2023-012호,참손길힐링센터,서울남부지사,박철관,114-95-68659,"서울특별시 금천구 가산디지털1로 171, 2층 206호(가산동, 가산에스케이 브이원 센터)",2023-03-20,02-6956-3175,서비스업(안마),일반
제2023-013호,대열농산,경남동부지사,양상용,609-54-11893,경상남도 창원시 의창구 동읍 동읍로112번길 26,2023-04-11,055-265-5570,"농업(스마트팜 수경재배), 도소매업(농산물)",일반
제2023-014호,㈜브라보비버경기,경기북부지사,김진희,747-86-02606,"경기도 의정부시 호국로 1319, 6층",2023-05-11,031-928-6455,식품 제조 가공업(수제과일청),자회사
제2023-015호,㈜티와이글로벌,광주지역본부,이건정,364-88-01371,"광주광역시 남구 효우2로26번길 23, 2층 201호(행암동)",2023-05-11,062-671-3116,제조업(의약품 등),일반
제2023-016호,㈜하이원베이커리,강원지사,김창완,366-81-02834,강원도 정선군 신동읍 의림로 141-40,2023-05-23,033-378-2822,"제조업(빵류, 과자류)",일반
제2023-017호,㈜세명엘이디,경기북부지사,김시중,137-86-41817,"경기도 김포시 김포한강10로133번길 127, 637호, 638호(구래동)",2023-05-23,031-998-7172,제조업(LED조명기구),일반
제2023-018호,㈜한국장애인복지일자리나눔,경기서부지사,최봉실,403-87-00821,"경기도 광명시 소하로 190, 광명G타워 402호",2023-05-23,02-703-6793,제조업(CCTV 등),일반
제2023-019호,㈜에이블룸아트,경기서부지사,김상철,377-81-02440,"경기도 부천시 길주로 411번길 20, 춘의디아크원 지식산업센터 503호",2023-05-23,031-378-3066,서비스업(회화),일반
제2023-020호,㈜나야넷,서울남부지사,구영모,783-87-00353,"서울특별시 금천구 가산디지털1로 145, 804호(가산동, 에이스하이엔드타워3차)",2023-05-23,02-6494-2015,"서비스업(이러닝, 경영컨설팅 등)",일반
제2023-021호,㈜그린케미칼,전남지사,김도희,885-87-02017,전라남도 영광군 대마면 전기차1로 80,2023-05-23,061-801-8078,제조업(파형관),일반
제2023-022호,㈜이날,광주지역본부,고민식,263-81-02398,광주광역시 광산구 하남마항로 26(흑석동),2023-06-08,033-378-2822,서비스업(간병지원 인력업 등),자회사
제2023-023호,㈜베스트웨이인터내셔널,경기서부지사,김대성,678-87-00196,"경기도 부천시 도약로 287, 501호(도당동, 부천테크노월드)",2023-06-15,032-672-0320,"제조업(휴대폰 충전기, 마스크 등)",일반
제2023-024호,㈜하스파파,대구지역본부,하덕수,373-86-02652,대구광역시 달성군 다사읍 다사로 107(동은),2023-06-15,053-565-0606,제조업(골판지),자회사
제2023-025호,한영공업사,대구지역본부,장한봉 외 2명,503-42-64686,대구광역시 달서구 호산로 5,2023-06-15,053-581-7211,제조업(쓰레기봉투),일반
제2023-026호,㈜네오피에스,서울북부지사,안복희,126-81-91990,"서울특별시 성동구 광나루로8길 31, 2동 10층(성수동2가, SK V1센터)",2023-06-27,02-455-1235,제조업(의류),일반
제2023-027호,아트리아,서울북부지사,김재영,206-25-48963,"서울특별시 성동구 성수일로8길 5(성수동2가, 서울숲SKV1타워에이동7층701-712호)",2023-06-27,02-776-6266,제조업(의료기기),일반
제2023-028호,㈜도서출판점자,서울북부지사,김동복,212-81-85498,"서울특별시 성동구 아차산로17길 48, 1동 4층 415~420호(성수동2가, SK V1센터)",2023-06-27,053-565-0606,제조업(점자인쇄),일반
제2023-029호,㈜에이아이엠디,울산지사,정부성,504-88-02546,"경상남도 양산시 물금읍 증산역로 135, 310호(퍼스트조양)",2023-06-27,055-372-5677,서비스업(데이터라벨링 및 엑셀코딩 교육 등),자회사
제2023-030호,(주)트리쉐이드,경기서부지사,최태우,883-81-01515,"경기도 안산시 단원구 광덕대로 137, 에이동 306호(밀레니엄빌딩)",2023-07-06,055-673-0123,도소매업(축산물),일반
제2023-031호,(사)하나복지회,서울지역본부,이주영,104-82-12594,서울 중구 수표로 48-7 201호,2023-07-06,02-2268-5070,"제조업(인쇄, 의류)",일반
제2023-032호,통영통발,경남동부지사,사철안,612-09-54049,경상남도 통영시 도산면 법송 3길 54-6,2023-07-11,,제조업(통발),일반
제2023-033호,(주)경신엠유엘,인천지사,송민규,137-86-37706,인천광역시 서구 건지로 120-8(가좌동),2023-07-20,032-572-1729,"서비스업(의료기관세탁, 산업용세탁업)",일반
제2023-034호,유한회사 우성워싱웨이,울산지사,김성범,661-86-02772,울산광역시 울주군 웅촌면 고연공단1길 19,2023-08-07,,산업용 세탁업,일반
제2023-035호,주식회사 만나투게더,서울남부지사,조양현,641-87-02566,서울시 구로구 경인로 661 101동 1814호,2023-08-07,02-1877-7708,물류터미널 운영업,자회사
제2023-036호,반려인,충북지사,박진성,682-48-00804,충청북도 청주시 서원구 현도면 우록1길 30,2023-08-07,,철구조물 제조업,일반
제2023-037호,(유)애드리브컴퍼니,전북지사,김수환,330-86-01904,전라북도 완주군 상관면 죽림편백길 54,2023-08-11,063-224-3100,제조업(식음료 제조),일반
제2023-038호,주식회사 대한장애인일자리센터,서울남부지사,김광애,614-86-02776,"서울시 구로구 디지털로 306, 612호(구로동 대륭포스트타워 2차)",2023-08-11,,보건 및 사회복지(메타버스 등),일반
제2023-039호,(주)정인시스템,경기서부지사,유신하,123-81-74347,경기도 안산시 단원구 엠티브이20로 12번길 44,2023-08-17,031-496-9625,중전기기 개폐기업,일반
제2023-040호,주식회사 새날드림,서울남부지사,이은자,430-88-02454,"서울시 강서구 강서로 385, 제8층 804-13",2023-08-24,,건물 위생관리업,일반
제2023-041호,주식회사 지엔이노베이션,서울남부지사,박성훈,521-87-00610,"서울시 영등포구 양평로 149, A동 1480호(양평동, 우림라이온스밸리)",2023-08-24,02-2667-0607,소프트웨어 개발 공급업,일반
제2023-042호,주식회사 아는소방씨엔씨,서울동부지사,"김종수, 허종범",702-81-02739,"(06367) 서울시 강남구 광평로 280, 로즈데일오피스텔 1841호(수서동)",2023-09-05,02-469-3335,소방시설 점검 및 공사,일반
제2023-043호,한국장애인녹색재단,서울지역본부,정원석,106-82-15336,"서울시 용산구 서빙고로 245, 2층",2023-09-05,02-711-3001,조명장치 제조업,일반
제2023-044호,자의누리,경북지사,서진영,106-86-04948,경상북도 포항시 북구 소티재로 151번길 5,2023-09-05,054-250-5000,"서평 교육, 그림렌탈, 커피제품, 홍보판촉",일반
제2023-045호,동아기획,부산지역본부,이경희. 이경숙,603-31-74566,"부산광역시 사하구 낙동대로 542, 140 213 214 지하 301",2023-09-20,051-291-7605,"출판, 제조업",일반
제2023-046호,(주)동그라미,경남동부지사,최재석,534-87-03122,"경상남도 김해시 내외중앙로 137, 휴앤락쇼핑몰 340호",2023-09-20,,"교육서비스, 제조업",일반
제2023-047호,헬스모아,서울북부지사,박현수,862-93-01262,"서울시 동대문구 왕산로 117, 13층 1호(제기동, 불로장생타워상가)",2023-09-20,,서비스업(안마),일반
제2023-048호,사단법인 한국장애인소비자연합,서울남부지사,이병돈,105-82-14464,"서울시 영등포구 당산로41길 11, 이(E)동 1906호(당산동4가, 당산SKV1센터)",2023-09-20,02-6952-2580,"제조 및 서비스업(장애인접근성평가, 사무용지 제조)",일반
제2023-049호,주식회사 풀무원투게더,경기동부지사,박광순,224-86-02928,경기도 용인시 처인구 원삼면 맹리로2번길 31,2023-09-26,,"아이스팩 제조, 식음료제조지원",자회사
제2023-050호,(주)아누타,대전지역본부,이명기,268-81-02883,대전광역시 유성구 문지로 282-10,2023-10-05,042-934-3504,"서비스업, ai활용 등",자회사
제2023-051호,주식회사 우리도,경기동부지사,최진태,157-88-02689,"경기도 용인시 기흥구 기흥로 58, b동 19층 1901호",2023-10-05,031-8067-7089,"서비스업(경영컨설팅), 도소매업",일반
제2023-052호,주식회사 케이디에스,충남지사,김춘식,312-86-58355,충청남도 당진시 순성면 매실로 81-7,2023-10-20,041-430-7885,제조업(철판 가공 및 금속제조),일반
제2023-053호,주식회사 원일중공업,전북지사,김미숙,414-87-02853,"전라북도 전주시 덕진구 만성중앙로 59, 604호",2023-10-20,063-212-6799,"제조업(펌프, 리프트장비 및 엑세서리)",일반
제2023-054호,청원 영농조합법인,전북지사,최우선,403-81-57545,전라북도 김제시 황산면 진흥5길 97,2023-10-30,,"식량작물, 종자, 농산물",일반
제2023-055호,(주)아이에이엠,경기지역본부,한정우,558-87-02871,"경기도 수원시 영통구 월드컵로 76, 1동 2층 203디호",2023-10-30,070-7018-1399,도매 및 소매업,자회사
제2023-056호,하나더하기,경기서부지사,안덕희,140-82-70998,"경기도 시흥시 하중로 193, 5층",2023-11-02,031-314-0330,제조(임가공),일반
제2023-057호,(유)피더블유씨컨설팅행복나눔,서울지역본부,박성조,770-87-02772,서울시 용산구 한강대로 92,2023-11-09,,기타 사업지원 서비스업,자회사
제2023-058호,천일칼라PACK,대구지역본부,김인교,514-22-81071,경상북도 칠곡군 가산면 다부원1길 93-26,2023-11-09,054-972-9262,제조업(지함 및 종이상자),일반
제2023-059호,주식회사 새날애,부산지역본부,이은호,765-81-02915,"부산광역시 부산진구 양지로 54, 306~307호",2023-11-10,,도소매업,자회사
제2023-060호,해피팜 협동조합,서울남부지사,김길자,846-82-00120,"서울시 강서구 마곡중앙5로 지하9, 상가 14호",2023-11-17,02-3663-6141,작물재배업,일반
제2023-061호,(주)엠디에스,충남지사,강승모,844-88-02745,충청남도 아산시 둔포면 이화서길 23,2023-11-22,,의료기관 세탁물처리업,일반
제2023-062호,주식회사 머큐리썬,경기서부지사,유택근,788-86-01781,"경기도 과천시 과천대로 7길 33, b동 101호",2023-11-22,02-1670-0654,서비스업(냉난방기 및 공조기 청소),일반
제2023-063호,햇잎푸드(주),대전지역본부,김지현,393-88-01476,대전광역시 중구 산서로 952-10,2023-11-22,,"제조업(식품, 소스류), 판매업(축산물)",일반
제2023-064호,금강실리테크(주),대전지역본부,정헌민,314-81-26631,대전광역시 서구 영골길 81,2023-11-29,042-584-3241,"제조업(실리콘, 계면활성제 등)",일반
제2023-065호,제이원,전북지사,강해우,328-38-00726,"전라북도 전주시 덕진구 구렛들 3길 48, 1층",2023-11-29,063-213-1930,"생활용품, 판촉물, 기타식품 등",일반
제2023-066호,유)최강케이씨,전북지사,김형수,729-86-02933,전라북도 김제시 하흥로 413,2023-11-29,063-544-8285,"제조업(골판지, 판지상자 및 용기)",일반
제2023-067호,(주)아이원,대전지역본부,김재형,314-86-45900,대전광역시 대덕구 평촌4길 20,2023-12-05,042-671-3710,제조업(수소연료전지모듈 등),일반
제2023-068호,사단법인 장애청년꿈을잡고,경기북부지사,지구덕,127-82-20646,경기도 의정부시 정음로 15,2023-12-05,031-852-9203,도소매업(커피),일반
제2023-069호,희망을심는나무 사회적협동조합,경기북부지사,김경호,568-82-00142,경기도 의정부시 용민로 98,2023-12-05,031-823-4246,소매업(중고상품),일반
제2023-070호,주식회사 누리마이스,서울남부지사,백규석,241-86-01701,"서울시 금천구 가산디지털1로 88, 20층 2003호(가산동, IT프리미어타워)",2023-12-05,02-6925-7479,여행업(사업지원서비스업),일반
제2023-071호,(주)한국마이크로그린,충남지사,손병갑,318-81-10674,충청남도 부여군 초촌면 선사로 1,2023-12-05,02-6953-2674,소매업(건강보조식품),일반
제2023-072호,(주)조인스위드,서울남부지사,양거성,479-87-02694,서울시 구로구 디지털로 31길 59-14 1층(구로동),2023-12-05,02-890-0812,커피전문적,자회사
제2023-073호,도우새사회적협동조합,전남지사,최창호,775-86-02519,전라남도 목포시 대양산단로 199번길 67,2023-12-11,061-272-8300,제조업(cctv),일반
제2023-074호,주식회사 에이특공대,서울동부지사,이상민,516-88-02705,"서울특별시 강남구 강남대로 390, 4층 401호(역삼동)",2023-12-11,02-6204-2700,데이터라벨링,자회사
제2023-075호,(주)성안조명,대구지역본부,김성홍,504-81-13286,경상북도 영천시 상록8길 15(야사동),2023-12-11,053-358-2011,제조업(조명장치 등),일반
제2023-076호,농업회사법인 (주)한도,대구지역본부,김석호,505-81-51997,경상북도 영천시 청통면 사일로 543,2023-12-11,054-337-3314,제조업(누룽지),일반
제2023-077호,(주)와이케이컴퍼니,충북지사,박주미,809-86-00658,충청북도 제천시 강저로 7-12(강제동),2023-12-11,043-756-7770,"제조업(한방, 티백차 등)",일반
제2023-078호,(주)빵쌤에프앤비,경기북부지사,김성민,415-86-02301,경기도 가평군 상면 축령로 28,2023-12-14,031-585-8004,제조업(빵),일반
제2023-079호,주식회사 제주크린,제주지사,전소영,143-81-34302,제주특별자치도 제주시 애월읍 광령9길 10-10,2023-12-14,,서비스업(세탁),일반
제2023-080호,주식회사 세이프원,경기서부지사,홍숙희,719-88-01265,"경기도 시흥시 서울대학로 59-21, 609호(배곧동, 배곧로얄팰리스테크노 1차)",2023-12-14,02-1588-2879,"제조업(창호, 금속제창 등)",일반
제2023-081호,(주)이화클리닝,경남동부지사,송인보,616-86-28321,경상남도 진해시 진영읍 본산로 110번길 14,2023-12-14,055-346-5211,서비스업(병원세탁물 수거 및 세탁),일반
제2023-082호,농업회사법인(주)조선무,대전지역본부,강주식,522-81-02190,충청남도 논산시 노성면 장마루로 766-9,2023-12-14,041-732-0210,제조업(임가공 등),일반
제2023-083호,다른과너른 울산발달장애인 사회적협동,울산지사,이광준,457-82-00518,"울산광역시 북구 진장21길 4, 101호",2023-12-19,052-298-8253,서비스업(출장세차),일반
제2023-084호,주식회사 고뫼,울산지사,이덕수,257-87-02250,경상남도 양산시 상북면 소석리 587,2023-12-19,055-374-0902,"제조업(제과제빵, 음료 등)",일반
제2023-085호,주식회사 천해,울산지사,류동우,566-81-02318,울산광역시 중구 성안 14길 47(성안동),2023-12-19,,제조업(도시락 가공),일반
제2023-086호,지엔피,울산지사,이규정,548-77-00407,울산광역시 중구 우정 11길 29,2023-12-19,052-997-0001,제조업(근무복),일반
제2023-087호,농업회사법인 섬진강다슬기마을주식회사,전북지사,최기술,407-81-29890,전라북도 임실군 강진면 강운로 122-12,2023-12-19,063-643-2015,"제조업(다슬기, 농수산물)",일반
제2023-088호,주식회사 더블유에이치에스,전북지사,권강,185-87-02713,전라북도 전주시 완산구 우전로 241,2023-12-26,063-715-1300,서비스(시업지원서비스),자회사
제2023-089호,주식회사 경기산업,경기북부지사,원용재,818-81-02577,경기도 파주시 광탄면 방축길 113,2023-12-26,031-852-9203,세탁업,일반
제2023-090호,(주)두레드림스,경기북부지사,김정현,532-81-00262,경기도 고양시 일산서구 대화로 46(대화동),2023-12-26,031-919-2638,도소매(커피),일반
제2023-091호,농업회사법인 주식회사 구름,전북지사,오영아,403-81-67403,"전라북도 익산시 낭산면 함낭로 918-24, 외6필지 ",2023-12-26,,"제조업(근무복), 농산물 생산유통",일반
제2023-092호,(주)정산업,경기북부지사,장정호,128-81-36824,경기도 파주시 조리읍 능안로 265번길 3-37,2023-12-26,031-945-7057,커피전문점,일반
제2023-093호,나노전자,경기지역본부,윤영기,130-36-97479,경기도 화성시 마도면 청원산단1길 10-9,2023-12-26,031-404-0935,"제조업(에어커튼, 계절가전)",일반
제2023-094호,(주)상상소재,광주지역본부,김환기,346-86-01947,광주광역시 광산구 평동산단로 169번길,2023-12-26,062-940-7251,제조업(인쇄 및 필기용 원지),자회사
제2023-095호,주식회사 윌비소프트,서울북부지사,맹주수,206-86-77101,"서울시 성동구 광나루로 130, 907호(성수동1가, 서울숲IT캐슬)",2023-12-26,02-558-0758,서비스업(소프트웨어 개발 및 판매),일반
제2023-096호,하림엔지니어링(주),경기동부지사,이재호,212-81-44269,"경기도 하남시 하남대로 947, D동 901호",2023-12-26,02-477-9080,"제조업(계측기기, 조명기기 등)",일반
제2023-097호,주식회사 참빛,경남동부지사,최선미,342-81-03410,경상남도 진주시 모덕로 117번길 6,2023-12-26,,"농업(스마트팜 수경재배 등), 휴게음식점업(카페)",일반
제2023-098호,(주)승진어패럴,광주지역본부,이상복,408-81-92514,광주광역시 남구 회재로 1218번길 17,2023-12-26,062-676-4665,제조업(의류),일반
제2023-099호,주식회사 아이앤프렌즈,강원지사,"이상원, 장용환",758-86-01873,"강원특별자치도 횡성군 우천면 정문로88, 일륭기공(주) 내 공장에이동",2023-12-26,033-340-5051,제조업(자동차부품),자회사
제2023-100호,장미산업,전북지사,문정욱,401-06-96429,전라북도 군산시 성산면 동군산로 119,2023-12-26,063-453-9066,세탁업,일반
제2023-101호,사단법인 보성,경기서부지사,김봉준,129-82-10993,"경기도 안산시 단원구 동산로 76, B114호",2023-12-26,031-380-2433,"제조업(배전반, LED)",일반
제2023-102호,(주)예인아트,인천지사,오현주,896-81-01277,"인천광역시 서구 새오개로 54번길 15-1, 4층(신현동, 신석재단)",2023-12-29,,"음식점업(커피), 서비스업(문화예술)",일반
제2023-103호,주식회사 다승써플라이,강원지사,강영희,154-81-01299,강원특별자치도 고성군 토성면 고성대로 688,2023-12-29,033-633-3142,세탁업,일반
제2023-104호,농업회사법인 (유)굿푸드,경기북부지사,김기현,127-86-55712,경기도 양주시 은현면 운하로 101번길 198-99,2023-12-29,031-836-1890,도매업(도시락),일반
제2023-105호,주식회사 구스범스리바트리,강원지사,최진혁,380-87-01492,강원특별자치도 춘천시 동면 만천로 28-84,2023-12-29,033-257-8840,"도매 및 소매업(식자재, 음료, 제과재빵 등)",일반
제2023-106호,농업회사법인 (주)봄이네,경북지사,최춘이,237-87-00530,경상북도 문경시 문경읍 새재로 876-4,2023-12-29,054-571-2131,제조 및 판매업(가공식품),일반
제2023-107호,사단법인 신흥,전북지사,이송영,736-82-00347,전라북도 고창군 아산면 아산농공단지길 42-13,2023-12-29,070-7715-2349,"금속, 셔터",일반
제2023-108호,유한회사 엠플러스,전북지사,이민호,482-88-02547,전라북도 익산시 하나로1길 34(금강동),2023-12-29,,음료소매업,일반
제2023-109호,다운&,울산지사,이진숙,610-18-94708,울산광역시 북구 효천1길 15,2023-12-29,052-288-4881,세탁업,일반
