진료년도,표시과목,주상병코드,환자수,명세서청구건수,입내원일수,요양급여비용총액,보험자부담금
2023,일반의,H25,15194,38229,38223,1474149140,1142315380
2023,일반의,H26,2395,4202,4197,220282480,161091260
2023,일반의,H27,219,651,650,17878690,13805490
2023,일반의,H28,91,310,310,58383220,46190470
2023,일반의,H30,317,441,439,8856690,7504490
2023,일반의,H31,23,64,64,1153170,947270
2023,일반의,H32,8,13,13,653440,458140
2023,일반의,H33,88,118,120,6276950,4458030
2023,일반의,H34,209,583,583,15591310,11949010
2023,일반의,H35,6271,9936,9923,407207810,301398310
2023,일반의,H36,5452,13127,13126,340989010,264584170
2023,일반의,H40,10097,22287,22283,685681510,519891410
2023,일반의,H42,116,286,286,4299770,3548870
2023,일반의,H43,2189,3080,3122,122988910,88817820
2023,일반의,H44,218,271,270,5766440,4306140
2023,일반의,H45,3,9,9,311270,227770
2023,일반의,H46,15,20,19,906200,670400
2023,일반의,H47,73,124,123,5166490,3810690
2023,일반의,H48,2,4,4,57060,43560
2023,일반의,H49,41,71,71,8507780,6026080
2023,일반의,H50,490,541,536,17644320,13498020
2023,일반의,H51,1,1,1,20110,14110
2023,일반의,H52,17477,23652,23651,1038499850,740843450
2023,일반의,H53,901,1160,1152,84238780,60503020
2023,일반의,H54,359,753,751,52189520,45332420
2023,일반의,H55,63,65,64,7480730,5320930
2023,일반의,H57,1289,1886,1885,44866600,33711000
2023,일반의,H58,8,8,8,182530,133730
2023,일반의,H59,32,40,39,689530,530730
2023,일반의,H60,94882,149927,149940,2824677180,2123112410
2023,일반의,H61,19074,28341,28346,950270020,694421600
2023,일반의,H62,1357,2605,2605,50182490,37806790
2023,일반의,H65,39845,87450,87529,1761726280,1335523670
2023,일반의,H66,106984,250172,250800,5092351600,3925470910
2023,일반의,H67,650,1027,1027,18773350,14231950
2023,일반의,H68,2867,3900,3898,88182680,63910080
2023,일반의,H69,877,1045,1044,41924870,29775070
2023,일반의,H70,133,228,226,4418770,3243270
2023,일반의,H71,152,721,762,70089570,53631430
2023,일반의,H72,544,1320,1342,82859970,61910930
2023,일반의,H73,995,1954,1953,53507050,38701650
2023,일반의,H74,88,331,352,42183120,31822180
2023,일반의,H75,3,3,3,49230,34630
2023,일반의,H80,23,52,66,11752930,9188710
2023,일반의,H81,117614,212892,214535,6404763080,4823007190
2023,일반의,H82,1154,1795,1798,35853710,28200540
2023,일반의,H83,684,1059,1068,23356190,17731640
2023,일반의,H90,6662,16801,17021,2496392100,1857399480
2023,일반의,H91,5227,9586,9545,565335060,404136150
2023,일반의,H92,3458,4317,4319,86655790,65451830
2023,일반의,H93,19212,43648,43648,1639210440,1195761170
2023,일반의,H94,9,9,9,261920,183820
2023,일반의,H95,15,43,47,8166600,6122950
2023,일반의,I00,265,582,581,27409670,19605570
2023,일반의,I01,22,42,42,868150,651650
2023,일반의,I02,2,2,2,32410,25810
2023,일반의,I05,262,808,817,55247160,39892510
2023,일반의,I06,68,223,242,20180580,14775500
2023,일반의,I07,151,276,287,23639900,16853080
2023,일반의,I08,336,511,518,43552970,31375980
2023,일반의,I09,8,24,24,1426400,1043500
2023,일반의,I10,1850203,11898114,11898530,252629680070,199522928010
2023,일반의,I11,13841,81180,81457,1748742380,1407815830
2023,일반의,I12,826,3926,3949,101182800,79023150
2023,일반의,I13,1761,12021,12019,243917920,196261220
2023,일반의,I15,2172,10189,10183,192787730,153287030
2023,일반의,I20,24119,73748,74010,2276019110,1738037250
2023,일반의,I21,1007,2924,2959,75350220,58133380
2023,일반의,I22,101,709,721,18525330,14417580
2023,일반의,I23,66,203,203,4724380,3863280
2023,일반의,I24,408,1024,1023,27130530,20641130
2023,일반의,I25,5305,13200,13103,442126830,330335380
2023,일반의,I26,128,408,413,9369570,7131670
2023,일반의,I27,69,196,192,10029550,8328750
2023,일반의,I28,17,22,20,1004310,726810
2023,일반의,I30,13,16,16,1364480,959380
2023,일반의,I31,141,255,250,14630540,10658540
2023,일반의,I32,2,2,2,215230,150730
2023,일반의,I33,11,26,25,912080,654080
2023,일반의,I34,260,539,558,53673090,38407250
2023,일반의,I35,534,1321,1315,93584700,68196620
2023,일반의,I36,27,38,37,1731870,1264770
2023,일반의,I37,46,59,57,9799810,7173210
2023,일반의,I38,21,45,42,1353300,1001800
2023,일반의,I39,35,75,74,2167730,1571930
2023,일반의,I40,21,25,25,2070300,1501600
2023,일반의,I41,16,33,33,1265800,985600
2023,일반의,I42,402,1415,1444,67221430,55798220
2023,일반의,I43,3,6,6,292220,239820
2023,일반의,I44,122,245,269,14286500,10480760
2023,일반의,I45,247,367,357,16643670,11930170
2023,일반의,I46,3,3,3,374830,262530
2023,일반의,I47,2519,5504,5473,177175230,132289730
2023,일반의,I48,5257,17998,17966,518311580,398268770
2023,일반의,I49,9550,18763,18787,573518790,427506580
2023,일반의,I50,7640,24487,24560,652932170,510678420
2023,일반의,I51,2477,4024,3951,275458680,198901080
2023,일반의,I52,8,11,11,158210,125110
2023,일반의,I60,113,644,660,22971770,16820880
2023,일반의,I61,375,3380,3515,145800110,109249280
2023,일반의,I62,95,450,457,33021130,25498950
2023,일반의,I63,10417,45599,46809,1389782800,1080212470
2023,일반의,I64,636,2241,2256,75937430,59416790
2023,일반의,I65,7000,15047,15044,633499370,464323350
2023,일반의,I66,943,1998,2017,129915220,94247500
2023,일반의,I67,11568,24386,24510,1235482910,931596100
2023,일반의,I68,245,698,719,31062980,23360390
2023,일반의,I69,3342,14816,15253,436665790,348747120
2023,일반의,I70,13774,29554,29553,1158482980,868029830
2023,일반의,I71,362,754,822,45842910,33793720
2023,일반의,I72,232,348,323,20694580,15662680
2023,일반의,I73,68360,155664,155656,2912147440,2302836510
2023,일반의,I74,654,1565,1565,31296190,24652710
2023,일반의,I77,371,958,959,52203270,40777760
2023,일반의,I78,1880,2892,2899,71759290,54145990
2023,일반의,I79,624,1406,1400,35412780,27699380
2023,일반의,I80,2796,5824,5927,149406540,114862990
2023,일반의,I81,1,1,1,17320,12220
2023,일반의,I82,588,1143,1143,36702880,27506580
2023,일반의,I83,40843,98972,99592,6526289760,5006747750
2023,일반의,I85,43,54,80,6418550,4765870
2023,일반의,I86,2253,5016,5000,1186820020,905771180
2023,일반의,I87,40175,81300,81303,1625852600,1236817060
2023,일반의,I88,5671,7881,7904,226015230,163654580
2023,일반의,I89,5776,12279,12371,295982370,220274110
2023,일반의,I95,5700,8140,8157,207573510,156365760
2023,일반의,I97,79,274,583,25652080,18472270
2023,일반의,I98,168,382,382,7603120,6144620
2023,일반의,I99,945,1719,1717,34320880,27205480
2023,일반의,J00,958484,1649005,1649639,31891909870,24429674780
2023,일반의,J01,351600,710146,710570,12947782240,9704467760
2023,일반의,J02,921245,1549803,1551111,29785553450,22635774930
2023,일반의,J03,1097546,1870143,1875147,36760971510,27674752490
2023,일반의,J04,437327,798964,799553,15308148560,11717105220
2023,일반의,J05,8872,15080,15262,394770270,310914800
2023,일반의,J06,1448663,2562872,2563139,48585984210,36824667910
2023,일반의,J09,21238,24930,24959,527015140,393240500
2023,일반의,J10,374034,463566,476521,13161792910,10232011390
2023,일반의,J11,261644,325971,327460,7565729790,5643681170
2023,일반의,J12,2599,3984,8810,933818930,847933500
2023,일반의,J13,165,311,728,78890630,70710610
2023,일반의,J14,139,248,786,91201780,77943980
2023,일반의,J15,27727,57900,59800,1453734260,1137820440
2023,일반의,J16,1476,2884,2908,56214310,43875470
2023,일반의,J17,892,2126,2134,37013970,28425180
2023,일반의,J18,70370,145327,164550,6905828690,5642976700
2023,일반의,J20,4345886,9920731,9931108,181310231430,137921807770
2023,일반의,J21,142842,328615,330201,6417290400,5008690590
2023,일반의,J22,147143,297978,298051,5317924460,4041788950
2023,일반의,J30,1360513,2627356,2627523,47416700500,35521344890
2023,일반의,J31,40908,109649,109653,2186961070,1672327770
2023,일반의,J32,71143,150588,150676,3128538160,2327775070
2023,일반의,J33,362,620,614,19856240,14723340
2023,일반의,J34,28907,55206,55294,3249534180,2478227280
2023,일반의,J35,15782,29939,29976,1024989790,786726330
2023,일반의,J36,147147,244982,245261,4432906960,3309962490
2023,일반의,J37,6367,12318,12316,274969860,221657660
2023,일반의,J38,9775,14601,14594,633838160,454782270
2023,일반의,J39,46154,82118,82116,1846075900,1355492120
2023,일반의,J40,423819,825453,826829,15401611550,11797367480
2023,일반의,J41,77283,175732,175827,3070856600,2432103090
2023,일반의,J42,75328,170913,171009,3119252800,2477221150
2023,일반의,J43,1842,2304,2313,244402380,173184440
2023,일반의,J44,10487,30862,31408,679339890,545618210
2023,일반의,J45,151242,364595,367373,8066136950,6210559520
2023,일반의,J46,2340,6563,6908,169745510,131612690
2023,일반의,J47,3101,7051,7059,269964210,200574290
2023,일반의,J60,37,55,55,1511220,1154520
2023,일반의,J61,37,155,155,9177280,8191880
2023,일반의,J62,5,5,5,103960,77760
2023,일반의,J63,8,9,9,483300,382700
2023,일반의,J64,136,176,180,6715660,4979620
2023,일반의,J66,1,1,1,27040,18940
2023,일반의,J67,5,13,13,1172310,837010
2023,일반의,J68,41,48,48,1080990,802990
2023,일반의,J69,118,332,335,16653640,12551340
2023,일반의,J70,20,24,24,415600,310200
2023,일반의,J80,38,45,45,1176800,870100
2023,일반의,J81,100,153,153,5030210,3852110
2023,일반의,J82,29,46,46,1326560,962060
2023,일반의,J84,1137,2023,2075,110294010,84936300
2023,일반의,J85,38,123,133,4826530,3573310
2023,일반의,J86,13,23,23,1778460,1290860
2023,일반의,J90,314,475,494,31148330,22793040
2023,일반의,J91,32,66,77,5700380,4877940
2023,일반의,J92,45,45,45,3269260,2327060
2023,일반의,J93,745,957,972,32249910,23226440
2023,일반의,J94,154,173,171,10435090,7410490
2023,일반의,J95,4,5,5,189140,139540
2023,일반의,J96,250,662,777,73212870,58605110
2023,일반의,J98,20104,23600,23338,2796042770,1971934200
2023,일반의,J99,8,12,12,935820,827620
2023,일반의,K00,30,35,35,594600,497700
2023,일반의,K01,54,61,61,1379190,979690
2023,일반의,K02,125,154,154,2566390,1982490
2023,일반의,K03,51,61,61,1119410,832810
2023,일반의,K04,2439,4200,4208,70603050,56119630
2023,일반의,K05,30440,49760,49809,814058070,648844580
2023,일반의,K06,143,206,206,3657220,2839620
2023,일반의,K07,6027,9827,9824,262880630,193445730
2023,일반의,K08,2590,3538,3537,64071450,48205050
2023,일반의,K09,101,126,127,5872450,4343380
2023,일반의,K10,316,501,501,17478640,14321740
2023,일반의,K11,8808,12387,12449,541048290,405372960
2023,일반의,K12,104299,159884,160218,2966167510,2289285640
2023,일반의,K13,7337,9856,9853,188844100,139394890
2023,일반의,K14,7032,10319,10313,201373580,157294590
2023,일반의,K20,2768,3809,3812,86881330,64010690
2023,일반의,K21,798171,1394832,1395072,35558905510,26379067850
2023,일반의,K22,804,1345,1375,43140110,31845220
2023,일반의,K23,40,69,69,1224360,929560
2023,일반의,K25,115293,188540,190248,6692720680,4893213010
2023,일반의,K26,46223,63028,63105,3350541130,2376245280
2023,일반의,K27,38783,73635,73725,1421436120,1091336510
2023,일반의,K28,100,145,145,3595410,2682610
2023,일반의,K29,1178965,1892206,1892103,54660628030,40159067510
2023,일반의,K30,152458,224965,225030,5896590180,4384354890
2023,일반의,K31,19425,27979,27950,1629766880,1177145260
2023,일반의,K35,3257,3850,4240,347155140,267347390
2023,일반의,K36,625,731,797,120362290,94347840
2023,일반의,K37,1808,1930,1921,77681980,55609880
2023,일반의,K38,366,392,390,13754690,9898490
2023,일반의,K40,2140,2812,2876,194169460,152163760
2023,일반의,K41,115,143,186,7268630,5512580
2023,일반의,K42,184,350,353,19288260,14974990
2023,일반의,K43,315,407,424,13129500,10062780
2023,일반의,K44,22,24,22,1183810,855710
2023,일반의,K45,49,61,61,1249240,1005640
2023,일반의,K46,327,389,388,9073970,7034970
2023,일반의,K50,1660,3696,3712,378172920,330895550
2023,일반의,K51,1400,4022,4102,280223360,232810580
2023,일반의,K52,340801,480510,481739,9628195430,7226903410
2023,일반의,K55,93,224,259,17922490,13814440
2023,일반의,K56,5777,8768,9002,221297510,167757190
2023,일반의,K57,2063,2912,3108,269575270,193377500
2023,일반의,K58,201683,313209,313966,11292751530,8329378990
2023,일반의,K59,327320,529055,529128,15527884870,11560680500
2023,일반의,K60,5436,14329,15675,1519310280,1183282030
2023,일반의,K61,3470,10483,10904,1320960590,1049495320
2023,일반의,K62,5486,7445,7504,1151260130,818174670
2023,일반의,K63,243855,266536,265220,100946601020,70868913240
2023,일반의,K64,37594,74727,78379,6302732100,4876651900
2023,일반의,K65,258,321,363,16725190,12283460
2023,일반의,K66,181,247,262,23007730,16721430
2023,일반의,K67,51,57,57,920810,681310
2023,일반의,K70,8748,18096,19040,671328450,492401190
2023,일반의,K71,5048,9801,10191,351661490,256241650
2023,일반의,K72,371,771,771,20061380,14833780
2023,일반의,K73,24851,53906,54326,2078089950,1511708040
2023,일반의,K74,2432,5644,6300,370924350,274301790
2023,일반의,K75,61124,109652,110358,4140159720,2970970650
2023,일반의,K76,138390,203238,203637,13473652640,9558039960
2023,일반의,K77,875,1433,1440,58978230,42350160
2023,일반의,K80,13281,22577,22643,1234858790,892056600
2023,일반의,K81,1700,2437,2563,168917300,124432030
2023,일반의,K82,21462,23429,23300,3333814530,2340831160
2023,일반의,K83,1392,2390,2385,131277800,95630680
2023,일반의,K85,1351,2262,2555,168633160,122691800
2023,일반의,K86,4863,6657,6550,618270410,439974800
2023,일반의,K87,523,767,762,99125130,70622040
2023,일반의,K90,480,848,848,19850950,14419250
2023,일반의,K91,309,965,993,26207320,20290930
2023,일반의,K92,5322,7191,7196,329704590,240277760
2023,일반의,K93,485,643,643,12431120,9177720
2023,일반의,L00,21,63,63,1474620,1062120
2023,일반의,L01,61466,99365,99384,2165662310,1602126230
2023,일반의,L02,430195,859161,859488,20409354720,14843056590
2023,일반의,L03,360304,656062,658206,14458247970,10796758620
2023,일반의,L04,84918,136201,136338,2596059880,1929192610
2023,일반의,L05,5718,11470,11520,264662050,190378910
2023,일반의,L08,164784,285990,286103,6266876040,4604992680
2023,일반의,L10,215,558,555,10041220,7927420
2023,일반의,L11,662,722,722,13186020,9430520
2023,일반의,L12,160,443,442,19019240,16416940
2023,일반의,L13,4726,7900,7899,157876380,116876780
2023,일반의,L14,50,92,92,1766510,1348610
2023,일반의,L20,238952,502066,502101,10741767990,7866477410
2023,일반의,L21,232847,425260,425235,7666605520,5728078520
2023,일반의,L22,853,1106,1106,20616910,16974810
2023,일반의,L23,1403600,2519608,2519815,47927349930,36296693370
2023,일반의,L24,262426,428586,428537,7812837770,5881638550
2023,일반의,L25,178025,292003,292010,5224228250,3974656190
2023,일반의,L26,1045,1686,1686,30265720,22745620
2023,일반의,L27,10346,17925,17976,388238050,293842970
2023,일반의,L28,81079,150110,150106,3684161040,2698037210
2023,일반의,L29,111671,194170,194184,4330580570,3283279970
2023,일반의,L30,381033,632125,632107,11922426690,8926768490
2023,일반의,L40,38317,102271,102262,2269363630,1666561220
2023,일반의,L41,535,1313,1312,25187920,18801120
2023,일반의,L42,4332,6605,6605,130592150,93040450
2023,일반의,L43,2245,3706,3705,108507320,78531520
2023,일반의,L44,956,1290,1288,23308600,17264600
2023,일반의,L45,46,90,90,1613560,1262860
2023,일반의,L50,660380,1163655,1163764,25231534810,18818705480
2023,일반의,L51,1521,2644,2641,54732250,41347710
2023,일반의,L52,394,785,812,19493750,14247500
2023,일반의,L53,2856,4779,4779,89203490,67355390
2023,일반의,L54,31,45,45,728400,560100
2023,일반의,L55,4406,5427,5427,136529370,97049770
2023,일반의,L56,3154,4023,4022,74416680,53818680
2023,일반의,L57,4855,7365,7363,303874190,220867990
2023,일반의,L58,42,158,158,12700180,10675780
2023,일반의,L59,167,231,231,4351740,3190140
2023,일반의,L60,46086,109465,109454,3544637510,2567860120
2023,일반의,L62,77,104,104,2130140,1634440
2023,일반의,L63,52823,216112,216091,8369575110,5882311710
2023,일반의,L64,8935,13782,13759,245313880,174138380
2023,일반의,L65,6084,10308,10288,250908250,178977350
2023,일반의,L66,5613,11750,11749,306760560,218057260
2023,일반의,L67,44,46,46,1078680,769280
2023,일반의,L68,85,140,140,1112250,786050
2023,일반의,L70,48210,93623,93616,1990501480,1410231980
2023,일반의,L71,13056,25600,25596,450665750,327111150
2023,일반의,L72,62883,151520,151523,9604351550,6806878330
2023,일반의,L73,60136,116893,116893,2236076580,1598980770
2023,일반의,L74,3065,3815,3815,69341500,52627400
2023,일반의,L75,2688,5384,5395,232256000,179704760
2023,일반의,L80,5117,21105,21068,1116692190,798562290
2023,일반의,L81,14335,17934,17909,327606170,241782000
2023,일반의,L82,4576,5966,5961,362852040,261319040
2023,일반의,L83,251,364,364,13246680,9419380
2023,일반의,L84,97895,212184,212232,11640135390,8264246180
2023,일반의,L85,82106,154046,154046,2706858320,1990844090
2023,일반의,L86,720,900,900,16044600,12293900
2023,일반의,L87,157,193,192,3912020,2830620
2023,일반의,L88,354,1121,1120,20721950,15768350
2023,일반의,L89,6087,34787,34917,1619624770,1295996570
2023,일반의,L90,5716,9561,9558,258205440,183217440
2023,일반의,L91,53687,132502,132486,5245969240,3693167090
2023,일반의,L92,4576,8010,8021,544436450,386651570
2023,일반의,L93,135,240,239,7132900,5107300
2023,일반의,L94,128,220,249,9423740,6988000
2023,일반의,L95,621,864,862,17538290,13012590
2023,일반의,L97,142,854,918,28343050,21560070
2023,일반의,L98,3782,8893,8908,269138030,200902160
2023,일반의,L99,72,112,111,2760360,2020760
2023,일반의,M00,5771,15003,15391,391134810,295292190
2023,일반의,M01,392,620,620,12960180,10019480
