의료기관기호,의료기관명,우편번호,주소,전화번호
1003545,성남중앙병원,13179,경기 성남시 중원구 산성대로 376 12호 (금광동),031-799-5252
1003547,양평병원,12550,경기 양평군 양평읍 중앙로 129 (양평길병원),031-770-5100
1003550,차의과학대학교 분당차병원,13496,경기 성남시 분당구 야탑로 59 (야탑동),031-780-6129
1003551,대진의료재단 분당제생병원,13590,경기 성남시 분당구 서현로180번길 20 (서현동),031-779-0128
1003561,SRC재활병원,12728,경기 광주시 초월읍 경수길 25 ,031-799-3705
1003570,연세새로운병원,12626,경기 여주시 영릉로 22 ,031-886-9119
1003581,서울외과의원,12759,경기 광주시 중앙로 95-3 (역동),031-761-2088
1003605,성심의원,12957,경기 하남시 신평로 72 (신장동),031-791-5252
1003647,메디피움분당의원(구 메디피아의원),13589,경기 성남시 분당구 중앙공원로40번길 32 (서현동),031-701-8048
1003660,광주정형외과의원,12755,경기 광주시 파발로 149 (경안동),031-797-4700
1003662,백정형외과,13346,"경기 성남시 수정구 수정로 210 3,4층 (신흥동)",031-748-5116
1003668,성모의원,12804,경기 광주시 곤지암읍 경충대로 577 ,031-763-7818
1003682,메디플러스의원,13303,경기 성남시 수정구 제일로 174 (태평동),031-754-1131
1003696,박해일정형외과,13130,경기 성남시 수정구 수정로 322 (산성동),031-736-2217
1003715,제일정형외과의원,12756,경기 광주시 중앙로154번길 5 (경안동),031-761-3200
1003720,가남현대의원,12662,경기 여주시 가남읍 태평로 56 ,031-884-8275
1003728,한사랑의원,12966,경기 하남시 하남대로 851 3층 (덕풍동),031-792-3133
1003744,오포의원,12790,경기 광주시 오포로 868 (추자동),031-766-7582
1003747,하남서울정형외과의원,12968,경기 하남시 신장로 130-5 (덕풍동),031-796-4678
1003750,김경훈정형외과,12951,경기 하남시 대청로 38-8 (신장동),031-793-1246
1003754,구인재활의학과의원,12610,경기 여주시 대신면 여양로 1421 (구인재활의학과의원),031-882-7636
1003764,이빛나치과의원,13272,경기 성남시 수정구 산성대로 331 206호 (신흥동),
1003779,효산의료재단 안양샘병원,14030,"경기 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",031-467-9246
1003783,의료법인인산의료재단메트로병원,14096,경기 안양시 만안구 명학로33번길 8 (안양동),031-467-9806
1003784,광명성애병원,14241,경기 광명시 디지털로 36 (철산동),02-2680-7138
1003786,한림대학교 성심병원,14068,경기 안양시 동안구 관평로170번길 22 (평촌동),031-380-4043
1003787,원광대학교 산본병원,15865,경기 군포시 산본로 327 (산본동),031-390-2333
1003796,의료법인 남천의료재단 남천병원,15820,"경기 군포시 고산로 575 (산본동, 남천병원)",031-390-2172
1003797,선진병원,14006,경기 안양시 만안구 안양로 325-1 (안양동),031-442-6655
1003818,혜성정형외과,13996,경기 안양시 만안구 안양로 278 (안양동),031-446-4632
1003824,오종윤정형외과,15860,경기 군포시 군포로 547 (당동),031-458-2320
1003828,추규열외과의원,15806,경기 군포시 금산로 92 (산본동),031-393-3999
1003833,연세정형외과의원,13952,경기 안양시 동안구 관악대로 226 (비산동),031-385-0057
1003834,오정형외과의원,13955,경기 안양시 동안구 관악대로 76 (비산동),031-468-7575
1003840,윤정형외과의원,14064,경기 안양시 동안구 흥안대로 396 (평촌동),031-424-8522
1003841,중앙정형외과의원,13985,경기 안양시 만안구 안양로 421 (안양동),031-466-3336
1003847,세종정형외과의원,14078,"경기도 안양시 동안구  귀인로 109 (호계동) 201,301호",031-456-1212
1003856,광명성심의원,14303,경기 광명시 오리로 645 (하안동),02-899-1199
1003860,권태우정형외과의원,14047,경기 안양시 동안구 시민대로 187 201호 (비산동),031-388-2198
1003869,김성철정형외과의원,14327,"경기 광명시 오리로 366 2,4층 (소하동, 태화빌딩)",02-897-3292
1003872,성모신경외과의원,16069,경기 의왕시 사천2길 12 (왕곡동),031-457-0660
1003879,삼성정형외과,13940,"경기 안양시 동안구 관평로305번길 3 (관양동, 2층 203호)",031-421-8275
1003882,서울신경외과의원,13925,"경기 안양시 동안구 관악대로 93 (비산동, 샘모루 빌딩 4층)",031-449-9119
1003900,원천의료재단 중화연합의원,14032,경기 안양시 만안구 관악대로 12 (안양동),031-469-0365
1003902,송재용정형외과의원,13970,경기 안양시 만안구 안양로 445 (석수동),031-473-1221
1003904,연세정형외과의원(광명),14263,"경기 광명시 오리로 941 2층, 4층 (광명동)",02-2685-4567
1003911,군포치과의원,14120,경기 안양시 동안구 엘에스로 48 (호계동),031-453-1130
1003918,원천의료재단 중화한방병원,14032,"경기 안양시 만안구 관악대로 10 (안양동, 중화한방병원)",031-449-0001
1003929,고대부속안산병원,15355,경기 안산시 단원구 적금로 123 (고잔동),031-412-5684
1003930,의.법록향의료재단신천연합병원,14905,경기 시흥시 복지로 57 (대야동),031-310-6531
1003947,사랑의 병원,15291,경기 안산시 상록구 예술광장로 69 (성포동),031-8084-0922
1003953,두손병원,15368,경기 안산시 단원구 선부광장1로 114 (선부동),031-402-0114
1003989,정정형외과의원,15535,경기 안산시 상록구 용신로 432 (본오동),031-409-6271
1003992,안산서해의원,15374,경기 안산시 단원구 화랑로 65-1 (원곡동),031-491-8008
1003994,최재활의학과의원,15476,경기 안산시 단원구 광덕1로 159 306호 (고잔동),031-402-6792
1004000,신태식정형외과의원,15374,경기 안산시 단원구 화랑로 41 (원곡동),031-495-1333
1004005,이종오신경외과,14909,"경기 시흥시 뱀내장터로 15 (대야동, 대야빌딩)",031-313-9775
1004014,시화정형외과의원,15056,경기 시흥시 봉우재로 11 (정왕동),031-497-1119
1004015,혜림정형외과의원,14911,경기 시흥시 비둘기공원7길 83 (대야동),031-311-6789
1004035,동서외과의원,15036,경기 시흥시 정왕대로 174 (정왕동),031-433-8275
1004041,이철신경외과의원,15057,"경기 시흥시 봉우재로 12 (정왕동, 이철신경외과의원)",031-499-0119
1004066,청담정형외과의원,15240,"경기 안산시 단원구 선부광장1로 38 (선부동, 상록타운)",031-486-2888
1004068,현대정형외과의원,14948,경기 시흥시 삼미시장3길 26 (신천동),031-315-6114
1004077,고잔정형외과의원,15581,경기 안산시 상록구 용신로 254-1 (사동),031-438-2111
1004078,남서울정형외과의원,14906,경기 시흥시 복지로93번길 4 (대야동),031-503-9300
1004083,한사랑의원,15066,"경기 시흥시 중심상가4길 18 2층 (정왕동, 이송빌딩)",031-499-7582
1004087,중앙정형외과의원,15069,"경기 시흥시 도일로124번길 3 유복빌딩 1층, 3층 (거모동)",031-494-1192
1004088,한국치과병원,15471,경기 안산시 단원구 광덕서로 86 707법조타운4층 (고잔동),031-506-3651
1004134,가톨릭대학교 인천성모병원,21431,인천 부평구 동수로 56 (부평동),032-280-6363
1004135,부평세림병원,21364,"인천 부평구 부평대로 175 (청천동, 세림병원)",032-509-5466
1004143,(의)성세의료재단 뉴성민병원,22789,인천 서구 칠천왕로33번길 17 (석남동),032-726-1121
1004144,루가의료재단 나은병원,22819,"인천 서구 원적로 23 (가좌동, 나은병원)",032-580-9413
1004149,은혜병원,22711,인천 서구 심곡로132번길 22 (심곡동),032-562-5101
1004154,부평중앙병원,21379,인천 부평구 부평대로 93 (부평동),032-513-5500
1004181,하나정형외과의원,21089,인천 계양구 계양대로 102 (작전동),032-542-5111
1004190,인천연합의원,22781,인천 서구 염곡로 329 (신현동),032-574-4843
1004198,세일정형외과의원,22792,인천 서구 가정로 213 (석남동),032-575-2255
1004217,자혜정형외과의원,22727,인천 서구 서곶로 281 (심곡동),032-567-5570
1004224,김성철신경외과의원,22785,인천 서구 가정로 287 (석남동),032-583-7582
1004225,덕수정형외과의원,21050,인천 계양구 경명대로 1068 (계산동),032-551-7111
1004241,성혜정형외과의원,21085,인천 계양구 봉오대로 729 (작전동),032-551-4501
1004252,인성의원,23037,인천 강화군 강화읍 중앙로 23 ,032-932-4455
1004256,한길정형외과의원,22809,인천 서구 원적로 85 201 (가좌동),032-576-7582
1004267,부평정형외과 신경외과의원,21390,인천 부평구 부평대로 66 (부평동),032-523-3787
1004268,서구연세정형외과의원,22777,인천 서구 가정로394번길 1 (가정동),032-582-7582
1004274,부평한국정형외과의원,21356,"인천 부평구 장제로 205 (부평동, 대양빌딩)",032-514-7582
1004277,(의료법인)인일의료재단 인천제일의원,21419,인천 부평구 일신로 8 (일신동),032-502-6002
1004283,서인천현대정형외과의원,22726,인천 서구 탁옥로 45 (심곡동),032-561-7575
1004284,안창호신경외과의원,21056,인천 계양구 경명대로 1138 (계산동),032-546-6870
1004289,세강정형외과의원,21312,인천 부평구 마장로 396 (청천동),032-507-8833
1004290,효성정형외과의원,21097,인천 계양구 안남로 548 (효성동),032-552-7582
1004292,브니엘정형외과,21362,인천 부평구 안남로 261 (산곡동),032-507-2341
1004309,남부정형외과의원,21407,인천 부평구 경인로 943 (부평동),032-511-2119
1004311,의료법인순의료재단효성성모의원,21104,인천 계양구 마장로 549 (효성동),032-553-9991
1004337,성베드로한방병원,21082,인천 계양구 장제로 785 (계산동),032-544-2200
1004350,한림대부속춘천성심병원,24253,강원 춘천시 삭주로 77 (교동),033-240-5118
1004353,강원대학교병원,24289,강원 춘천시 백령로 156 (효자동),033-258-2057
1004356,홍천아산병원,25131,강원 홍천군 홍천읍 산림공원1길 17 ,033-430-5104
1004386,김인구정형외과,24337,강원 춘천시 공지로 346 (효자동),033-255-8033
1004390,최병기재활의학과의원,24455,강원 춘천시 안마산로 36 (퇴계동),033-256-5559
1004395,윤성일정형외과의원,25139,강원 홍천군 홍천읍 홍천로 316 메디뱅크빌딩 4층,033-439-9988
1004398,신해철신경외과,24273,강원 춘천시 낙원길 39-1 (낙원동),033-254-
1004401,박영록신경외과의원,25139,강원 홍천군 홍천읍 홍천로 366 (연세메디컬빌딩),033-434-8275
1004407,서울정형외과의원,25139,강원 홍천군 홍천읍 홍천로 356 (로하스빌딩),033-432-0129
1004409,하나의원,24256,강원 춘천시 후석로 355 (후평동),033-248-7510
1004412,한림중앙의원,25120,강원 홍천군 홍천읍 꽃뫼로 79 ,033-432-0911
1004420,호산외과의원,25108,강원 홍천군 남면 양덕원2길 19 ,033-432-9387
1004422,한림의원,24616,강원 인제군 북면 원통로 220 ,033-462-4261
1004425,우리정형외과의원,24297,강원 춘천시 후석로 348-1 (후평동),033-243-7588
1004438,강원특별자치도 삼척의료원,25920,강원 삼척시 오십천로 418 (남양동),033-570-7366
1004442,의료법인동서의료재단 선한이웃병원,25928,강원 삼척시 정상동 385,033-571-8558
1004446,도계광업소의원,235900,강원 삼척시 도계읍 전두1리 1반,033-541-3697
1004464,도계 고려의원,245905,강원 삼척시 도계읍 도계3리 9반 280-1,033-541-8193
1004490,김수일신경외과의원,26014,강원 태백시 황지로 90 6통1반 (황지동),033-553-7055
1004498,강원특별자치도영월의료원,26234,강원 영월군 영월읍 중앙1로 59 (영월의료원),033-370-9114
1004545,영월정형외과의원,26234,강원 영월군 영월읍 하송리 253-12번지,033-374-3779
1004547,연세외과의원,26130,강원 정선군 정선읍 봉양2리 333-25번지,033-563-7778
1004557,현대치과,26235,강원 영월군 영월읍 중앙1로 23 ,033-373-5289
1004564,의료법인 강릉동인병원,25478,강원 강릉시 강릉대로419번길 42 (포남동),033-650-6236
1004566,동해동인병원,25751,강원 동해시 하평로 26 (평릉동),033-530-0462
1004568,강원특별자치도강릉의료원,25535,"강원 강릉시  경강로 2007 (남문동, 강릉의료원)",033-610-1432
1004569,강원도속초의료원,24821,"강원 속초시 영랑호반길 3 (영랑동, 속초의료원)",033-630-6184
1004570,의산의료재단 강릉고려종합병원,25552,강원 강릉시 옥가로 30 (옥천동),033-649-0218
1004571,(재단법인)강릉 아산병원,25440,강원 강릉시 사천면 방동길 38 (강릉아산병원),033-610-3804
1004597,오형균정형외과의원,25731,강원 동해시 발한로 104 (발한동),033-532-8244
1004610,서선원외과의원,25802,"강원 동해시 동해대로 5007 (효가동, 원빌딩)",033-521-1308
1004615,백신경외과의원,25747,강원 동해시 동해대로 5461 (평릉동),033-533-8181
1004621,이재홍정형외과의원,25551,강원 강릉시 옥가로 57 (교동),033-642-3458
1004625,서울정형외과의원,24872,강원 속초시 청초호반로 135 (조양동),033-631-1190
1004632,동해정형외과의원,25806,"강원 동해시 효자로 688 (효가동, 동해정형외과의원)",033-522-2770
1004645,세브란의원,24715,강원 고성군 거진읍 거진길 39 ,033-682-7755
1004654,강릉원주대학교치과병원,25457,강원 강릉시 죽헌길 7 (지변동),033-640-3120
1004670,연세대학교원주세브란스기독병원,26426,강원 원주시 일산로 20 (일산동),033-741-1147
1004672,강원도 원주의료원,26448,강원 원주시 서원대로 387 (개운동),033-760-4635
1004673,의료법인선덕의료재단 횡성대성병원,25240,강원 횡성군 횡성읍 횡성로 275 (대성병원),033-343-0902
